Cluster 1,,,,,,,,Cluster 2,,,,,,,,Cluster 3,,,,,,,,Cluster 4,,,,,,
Na夫e,NPPB,NPP5,SUB,SPPB,SPP5,SPP7,,Na夫e,NPPB,NPP5,SUB,SPPB,SPP5,SPP7,,Na夫e,NPPB,NPP5,SUB,SPPB,SPP5,SPP7,,Na夫e,NPPB,NPP5,SUB,SPPB,SPP5,SPP7
-1.079410855,-1.195974911,-1.114013818,0.045966526,0.63313379,0.651488715,1.211460658,,1.156927676,0.95797212,0.909037561,-0.091412412,-0.01162588,-0.980597603,-1.184317123,,-0.659328554,-1.438778109,-0.731723002,0.120217744,-0.227399159,1.360254462,0.869299202,,1.272538437,0.271937432,0.733173117,0.29984702,-0.17789317,-0.292003483,-1.538187107
-0.597426263,-0.994379814,-1.034463718,-0.492004987,0.523484409,0.376782073,1.561440852,,0.724140039,0.880771347,0.771952932,0.096585282,0.390976198,-1.566441248,-0.703768471,,-0.699027019,-1.256270524,-0.927518456,-0.123301784,0.226922181,1.529281544,0.529210059,,0.762896929,0.653688218,1.145696163,0.536667783,-0.673827407,-0.221311176,-1.563240183
-0.352953813,-1.316007224,-0.934236533,0.341877518,0.950757927,0.059855406,0.599907326,,1.188809937,0.937231089,0.706533768,-0.711955428,-0.314943676,-0.257884213,-0.839647778,,-0.457755536,-1.133679613,-0.95338639,0.09734628,-0.099810339,1.282935515,0.628144699,,1.090495714,0.27016195,0.437058879,1.069719218,-0.206330433,-0.910471666,-1.301204526
-1.060647815,-1.115855532,-0.881963317,-0.008936782,0.145205293,1.051056303,1.106525184,,1.124629666,1.145168814,0.903299765,-0.07787712,-0.149856204,-0.898636096,-1.253454263,,-1.03605088,-1.501158212,-0.666632551,0.394628159,-0.166271785,1.34708471,0.827440149,,0.853530546,0.612579323,0.832045703,0.816282297,-0.245329071,-0.704525694,-1.590044212
-1.044428117,-1.480431941,-0.902474008,0.288062459,0.364412247,0.929861922,0.98816392,,0.910767489,1.075719616,0.855657138,0.021320473,0.009483683,-0.845406114,-1.317006226,,-0.850584046,-0.796800385,-0.482216239,-0.617195587,-0.448471578,1.695055477,0.96781219,,0.831777392,0.301571521,0.444933617,0.900684884,-0.478814795,0.253754827,-1.859336813
-1.204058462,-1.406307859,-0.916138162,0.255848229,0.395072246,0.972707835,1.021250052,,1.023105321,1.061466435,0.917408713,0.183084987,-0.339616809,-0.71651035,-1.378443179,,-0.694122832,-0.719786776,-0.585865385,0.095775671,-0.796831821,1.917894831,0.282992564,,1.136210619,0.360860746,0.425613755,0.858754097,0.078266452,-0.736979821,-1.642054568
-1.086236551,-1.418055531,-0.934459651,0.649164385,-0.064702874,1.172997141,0.821605147,,1.087644346,1.028747868,1.106112064,0.005068967,-0.13722448,-1.441238329,-0.843484366,,-0.915636391,-1.099724955,-0.826880408,-0.265176975,-0.192381368,1.473109518,1.11613014,,0.745191729,-0.899888638,-0.433062962,1.235172278,0.269574426,0.009645738,-1.073572539
-0.833950352,-1.057704002,-0.854522147,-0.42735812,0.28809225,0.846992803,1.351905443,,1.323804054,0.701596356,0.849680141,0.290008059,-0.111475386,-1.006534856,-1.32830823,,-0.120979,-1.225483004,-1.022269347,0.392235117,-0.175960339,1.440516663,0.119757072,,0.624061599,-0.14593571,-0.02677995,1.2755134,-0.134775628,-0.066930262,-1.412316964
-0.694061695,-1.08657945,-1.047230376,0.06393499,0.741951678,0.22658468,1.088432294,,1.341577407,0.757505578,0.802306526,0.288417768,-0.05120898,-1.101274936,-1.311975985,,0.663587132,-0.66914149,-0.242124527,-0.692659681,-0.590488388,1.593695581,-0.124788348,,0.457296699,-0.2240368,0.612733353,-0.444164375,-0.862326065,1.474926595,-0.802931093
-1.075645195,-0.960144888,-0.99074248,-0.339371053,0.333437686,1.181009494,1.094823295,,1.025490563,0.961115103,0.934497331,0.041964966,-0.040037401,-0.876623761,-1.316131053,,-0.569578119,-1.156657019,-0.949460729,-0.459451774,-0.040654732,1.353613531,1.153264876,,1.177695996,0.530453874,0.621286431,0.821807563,-0.207857298,-0.674352158,-1.686675334
-0.851691025,-1.229036467,-1.078730632,-0.26908299,0.417082177,0.943456837,1.278137568,,1.063751174,0.972909019,0.992154602,0.120701972,0.023612039,-1.134338982,-1.281586126,,-0.633085226,-1.093309874,-1.086701211,-0.323528983,0.1535433,1.146295843,1.133512074,,1.135925631,0.830002751,0.711916616,0.564668389,-0.237662782,-0.523749734,-1.811639621
-1.120852295,-1.063234433,-1.056511967,-0.221041592,0.656830875,0.684126443,1.310533295,,1.077510349,0.856939457,0.944648109,0.264329518,0.022027408,-1.472280523,-0.97339984,,-0.776853693,-1.033929521,-0.989517719,-0.344176954,-0.043554576,1.600634314,0.887322914,,0.857587724,0.614027044,0.700623159,0.925574477,-0.609985504,-0.220403752,-1.724363667
-1.043816382,-1.107959389,-1.142010421,0.022333522,0.282939671,0.883757427,1.281309024,,0.976051879,0.767440086,1.063729727,0.114630979,-0.19601136,-0.693396098,-1.330639792,,-0.649669806,-0.706224006,-0.540586302,-0.51746995,-0.366400697,1.990631763,0.31559897,,0.824048644,0.74283546,0.404407076,-0.038886254,-1.167957066,0.967428239,-1.239053304
-1.055476384,-1.154651869,-0.983657548,-0.328287732,0.544760586,0.837342354,1.341524143,,0.570423498,1.176574691,1.048887166,-0.203905836,-0.233796157,-0.746092932,-0.913119092,,-0.831125772,-1.144772684,-0.766965013,-0.319397133,-0.177867127,1.020992223,1.533419638,,1.307679401,0.533782015,0.567143629,-0.514461764,-0.778201285,0.211490238,-0.725280972
-1.260717839,-0.97528325,-0.889848817,-0.02298437,0.357614417,0.582788442,1.426968941,,0.800608122,1.230826384,1.163788038,-0.152325864,-0.154133862,-0.920889233,-1.169067949,,-0.404237258,-0.524983238,-0.546110414,-0.540880556,-0.664467189,1.982896892,0.328949035,,-0.186951721,0.513448812,0.674185697,1.284267137,0.037685286,-0.797567566,-1.274896949
-0.839456777,-0.845656293,-0.812689161,-0.774941404,1.034454249,0.192944607,1.420894222,,0.291422332,1.190976766,1.002459386,0.203240198,-0.258233216,-0.268824052,-1.539826793,,-0.986348505,-1.007133315,-0.871643557,-0.096830156,-0.12628148,1.283158821,1.088796849,,-0.020633107,-0.364801369,-0.109772918,1.435787267,-0.342935337,0.556561371,-1.278007757
-1.171778205,-1.421936033,-0.685054488,-0.179431858,0.609103316,0.716431199,1.312973888,,0.885577784,1.31465766,0.939196401,-0.134935902,-0.192965507,-0.830749659,-1.195922816,,-0.730859097,-0.726348107,-0.631474255,-0.582768119,-0.351462646,1.733349255,0.767392605,,0.767153214,0.679802186,0.479058397,0.847252562,0.09189949,-1.12785065,-1.255811749
-1.117793612,-1.105284524,-1.1988035,0.058160986,0.275176969,0.973936711,1.259136561,,0.730680835,0.905481479,1.348549414,0.003350218,-0.245813813,-0.875830291,-1.120239909,,-0.586239076,-0.703033596,-0.526397313,-0.536398369,-0.501836387,1.789348328,0.610638916,,-0.252120335,-0.127964995,-0.002603959,-0.323099799,0.998641808,-0.311828379,-0.076696662
-0.929109679,-1.299635192,-0.91970135,-0.354482377,0.345272862,1.155823187,1.214720993,,0.929940207,1.048805362,0.982959055,-0.312844062,-0.449569191,-0.182959214,-1.275906001,,-0.641078509,-1.19510914,-0.711752288,1.003368644,-0.35616234,1.276238319,-0.01248967,,0.470000037,0.497374284,0.444174228,0.421136899,-1.05858637,0.761409711,-1.182621652
-0.876462503,-1.413701704,-0.997865264,0.107373698,0.55887276,0.617873012,1.181902633,,1.407621779,1.026060582,0.907035611,-0.086117749,-0.230605249,-0.939449957,-1.249365524,,-0.614372064,-0.796137599,0.030865067,-0.064052572,-0.39687666,1.972116287,-0.476453608,,1.339769394,0.225820247,0.325918475,1.126803413,-0.415312535,-0.791135073,-1.338986892
-0.941184218,-1.554028897,-0.935939666,0.180044372,0.394651272,0.97322065,1.025448291,,1.100457566,1.037938104,1.046704234,0.035275178,-0.258067064,-1.017176392,-1.14885665,,-1.238248718,-0.71191785,-0.740663002,0.624445575,-0.429928946,1.405916963,0.417688586,,0.933378623,0.575712743,0.272588618,-0.800719004,-0.332268937,0.874483668,-1.077755716
-0.515320827,-1.08269233,-0.680380105,1.825653805,0.102876813,0.14405846,-0.363794131,,1.120442207,1.015160594,0.942682544,-0.058066084,0.037101699,-1.0001285,-1.287621124,,-0.951662877,-0.929094851,-0.726819162,-0.599688131,0.080191457,1.030198243,1.444981097,,0.687290029,0.645729698,0.750029675,0.958063698,-0.346492625,-0.516977531,-1.656880593
-1.075454293,-1.105171658,-0.963353819,-0.345158783,0.430768106,0.938405234,1.33397027,,1.0864653,0.907246711,0.859059584,0.051408697,0.157010623,-0.924549697,-1.42344832,,-0.839677166,-0.719119182,-0.716593999,-0.260340676,-0.540053828,1.637800844,0.86913642,,0.952862158,0.530710656,0.830828823,0.587554973,-0.139969998,-0.535793652,-1.647592552
-1.013310096,-1.078042759,-1.028280578,-0.423430177,0.770960553,0.550221237,1.441973462,,1.134410252,0.935493295,0.875637238,0.023670132,0.066883195,-0.908829125,-1.39087979,,0.522311404,-0.614253938,-0.261060021,-0.304781804,-0.8573801,1.712081843,-0.285168022,,0.17882488,-0.67026188,-0.041103224,1.48834466,-0.595128891,0.643526696,-1.137337297
-1.118813369,-1.183285898,-1.01900379,-0.073082169,0.477422958,0.669094961,1.417391544,,0.698910051,1.093633539,1.225139189,0.086756103,-0.278190856,-1.297383923,-0.774443409,,-0.293078548,-0.897539846,-0.597735243,-0.479400637,-0.441497266,1.244995525,1.017167606,,0.249047936,0.057957831,0.270867246,1.051437997,-1.005752557,0.665198603,-1.144288802
-1.196508561,-1.389677132,-1.006952934,0.553206161,0.270619632,1.027873853,0.843154325,,0.86165391,1.074906379,0.84201837,-0.105353617,-0.033374891,-0.647235977,-1.297969508,,0.585368833,-0.877569984,-0.489502598,-0.012563995,-0.521457919,1.530529413,-0.410229688,,0.908500896,-0.028290295,0.185692252,1.059302267,-0.279573964,-0.50841331,-1.070742133
-1.071080583,-1.159127334,-1.23850293,0.665997624,0.319342842,0.92292251,0.693270158,,1.010930952,1.008594218,1.051620371,-0.072009501,-0.08213206,-0.853989628,-1.295227968,,-0.193902899,-0.676589237,-0.562899215,-0.187142532,-0.605562752,1.68200319,0.185745607,,1.242312364,0.584773035,0.602503475,0.659802414,-0.367415502,-0.458788457,-1.65579011
-1.160114234,-1.32546228,-0.749156955,0.229768511,-0.061982438,1.289150205,0.969113823,,1.21177059,1.000101193,0.668739228,0.357602624,-0.371206867,-0.630794398,-1.516059617,,-0.691951147,-0.717158842,-0.713210111,-0.605697395,-0.365117215,1.341699917,1.220854767,,1.322232783,0.478855715,0.66744264,0.615727722,-0.217858478,-0.87843467,-1.370832927
-1.098322233,-1.430749121,-0.8925433,0.502688076,0.230359145,0.89051773,0.942646039,,1.302093546,0.902251431,0.95803596,-0.151304986,-0.129396276,-0.676864801,-1.41421964,,-0.757248584,-1.031735271,-0.705222457,-0.409537667,-0.199466045,1.181769309,1.297889137,,1.316751502,0.775338974,0.732971096,0.485119937,-0.442699962,-0.843813204,-1.31740295
-1.037719167,-1.141143821,-1.171767065,0.440414927,0.518044431,0.685921405,0.868591777,,1.121588179,0.848102822,1.027535488,-0.101392344,-0.100946835,-0.57670876,-1.468871929,,-0.441787346,-1.272910158,-0.890778926,0.902380033,-0.361996972,1.314479027,0.099245234,,0.078533023,0.325532089,0.294826406,0.971842724,0.601155931,-0.96353132,-1.133635974
-1.111346076,-1.213946292,-1.081210404,0.05348328,0.325893545,0.803776846,1.371723409,,1.229927188,0.883421304,1.02890181,-0.129554996,-0.032704404,-0.983105928,-1.211322398,,-0.360547848,-0.958177214,-0.639462014,-0.509674217,-0.489192912,1.798939574,0.668567861,,0.806193284,0.70625784,0.646558424,0.870224702,-0.521187786,-0.28031988,-1.687974196
-0.955826039,-1.099880925,-0.890123503,-0.511059514,0.293331842,1.123533437,1.303567085,,1.128652841,0.974014472,0.961388878,-0.065436542,0.067922773,-0.982884351,-1.317644023,,-0.894608311,-0.95899257,-0.684088959,-0.296514264,-0.310586581,1.673507731,0.836860495,,1.271590765,0.702005827,0.80108714,0.383423522,-0.368789365,-0.478858984,-1.616787972
-1.090695924,-1.089760894,-1.121917548,0.293263707,0.887566607,0.285109288,1.010841172,,1.2646519,0.997732684,0.937522979,-0.09609675,-0.11870153,-0.884894665,-1.300237727,,-1.01543986,-0.994006924,-0.801340815,-0.269682372,-0.12554478,1.480708437,1.022609414,,0.519607886,-0.228025326,-0.202980373,1.472410902,-0.026711897,0.073153903,-1.585304548
-0.995900978,-0.997724089,-0.95634673,-0.323491577,0.25525102,0.743063278,1.537656126,,0.758464387,1.146391893,1.04737129,-0.318826151,-0.049721823,-0.701925611,-1.143697093,,-0.962673957,-1.066728911,-1.025741986,-0.071747621,0.101293814,1.284514076,0.977298372,,0.146530236,-0.814509916,-0.499223108,1.57408596,0.435721545,-0.309804694,-0.824600719
-1.164716428,-1.377088259,-0.972081168,0.394258927,0.726127025,0.411331094,1.103697346,,0.909962546,1.003913224,0.933381123,-0.004369535,-0.112137445,-0.675113975,-1.343821715,,-0.620610162,-0.643665265,-0.633825741,-0.263655112,-0.209262053,1.848933191,0.04755985,,-0.216419547,-0.836930473,-0.490069186,1.444809271,-0.086636221,0.770169416,-0.970778061
-0.5754714,-0.795540198,-0.566244856,1.392516758,0.640635999,-0.176784118,-0.403426299,,0.644545491,0.970745627,0.995703695,0.526083262,-0.189135531,-1.06022181,-1.23497203,,-0.660400195,-0.604980505,-0.756991924,-0.144152762,-0.704752081,1.489394479,0.876289833,,1.322183893,0.155234972,0.556815951,0.445978449,-0.04300076,-0.187250587,-1.741403215
-1.197169791,-1.147996725,-0.99980725,0.131619057,0.139660166,1.1668718,1.070579301,,0.572956135,1.038209636,1.058670144,0.411403453,-0.352443577,-0.684961951,-1.376374861,,-0.95480027,-1.020332515,-0.828419209,-0.460773018,0.105125637,1.301492313,1.156819064,,1.148790195,-0.895006859,-0.51948638,0.127446414,-0.426759784,0.677211495,-0.178620841
-0.910967387,-1.252313416,-0.986805677,0.653709058,-0.219083226,0.991041921,0.936897107,,0.535395421,1.053267316,1.20258015,0.188377547,-0.24856438,-0.764375289,-1.268870044,,-0.318241761,-1.160537817,-0.240328035,0.454718039,-0.337206599,1.621554709,-0.449735439,,1.101155546,0.523696761,0.64850887,-0.505779282,-0.585279735,0.85911244,-1.473074306
-1.014482833,-1.225589923,-1.068730875,0.589220313,0.75594408,0.397643269,0.738795063,,0.704049057,1.017035803,1.25348952,0.272615956,-0.373760997,-0.809995302,-1.319790441,,-0.673768893,-0.964005427,-0.683976286,-0.136931753,-0.545505172,1.525141683,0.898608196,,1.480651965,0.1759465,0.319195272,0.662427375,0.026177811,-1.274337524,-0.896112965
-1.328470347,-1.380153054,-0.847681244,0.500841778,0.49041224,0.843659505,0.832314961,,1.029539538,1.088390593,1.065217567,0.10589669,-0.475652097,-0.767546147,-1.250059219,,-1.015426138,-1.175455304,-0.78922853,-0.244276337,-0.012055814,1.223270371,1.268144259,,0.838424139,0.556002799,0.809610252,0.808818727,-0.90090293,-0.178137864,-1.382805825
-1.203409783,-1.414219726,-0.85050388,0.723686434,0.588613194,0.13009141,1.158709004,,1.162382951,0.999549799,0.995646226,-0.097647365,-0.177197377,-0.909878944,-1.183460546,,-0.524699721,-1.1493558,-0.737002597,-0.257402774,-0.195064487,1.436048825,0.824712025,,1.101728229,0.524109985,0.676895456,0.580961539,-0.379541225,-0.13128643,-1.797184136
-1.268548885,-1.402087058,-0.811947776,0.195787229,0.42031267,1.082484837,0.913353053,,0.389934657,0.878239129,1.132459108,0.216877038,-0.362799196,-0.254838569,-1.399713943,,0.021639521,-0.67696188,-0.872301231,-0.855574059,-0.321446817,1.107818032,1.214920537,,0.407308244,-0.250170177,0.517272249,1.1682798,-0.11341049,0.018615827,-1.579292874
-1.221305799,-1.307197055,-1.087966346,0.273603213,0.474337271,0.948953291,1.015458125,,0.686260705,0.825361909,0.903904407,0.480719115,0.024631309,-0.709673168,-1.607322522,,-0.618285855,-0.866595983,-0.556134927,-0.530595378,-0.261141675,1.949801831,0.372697797,,0.612098348,0.502613905,0.331620871,0.176072411,-1.050913859,1.020634267,-1.230542663
-1.096859019,-0.873216723,-1.141733912,-0.192031541,0.724853299,0.697445196,1.103590286,,0.915998565,1.17881709,1.050207363,0.027134883,-0.031677729,-1.089093011,-1.265131407,,-0.67078978,-0.708547597,-0.50042444,-0.576399557,-0.495536947,1.799032964,0.682724903,,-0.069470123,-0.490418707,0.156770095,1.759719642,-0.073624386,-0.545231439,-0.838524767
-0.74471366,-1.12372536,-1.308232733,0.350550171,0.039519983,1.117104682,0.875328979,,1.050579435,0.875355287,0.948656306,0.199466622,-0.244607313,-0.533302561,-1.57750002,,-1.007522835,-1.078859122,-0.724051991,-0.129807578,-0.117737183,1.571231917,0.784138304,,-0.186743138,0.002112441,0.035943578,1.718297179,0.087599255,-0.760861995,-0.933519099
-0.645428212,-0.807298102,-1.282719885,0.517455099,0.89463959,-0.166177071,0.805667032,,0.756169453,1.195138513,1.09642382,-0.186672756,-0.099832443,-0.734894974,-1.264398666,,-1.1102589,-1.155273167,-0.574978145,-0.36029238,-0.018154045,1.33763656,1.171192523,,0.028991605,-0.301997897,-0.274896739,1.599787871,-0.05095031,-0.461604267,-0.676306022
-0.711754628,-0.550316625,-0.542764592,1.60058798,0.326932051,-0.513811691,-0.060081457,,0.764315359,1.152798568,1.076029936,-0.015056242,-0.317069456,-0.716504591,-1.196227609,,-0.4754285,-1.241137398,-1.074650673,0.053426011,-0.177777543,1.336019684,0.881744275,,0.463434969,0.239029248,0.172284211,1.189223828,0.268409074,-1.098602681,-1.015091542
-1.250756952,-1.213505094,-0.96240122,0.348721094,0.066400401,1.375814843,0.779061112,,0.916093183,1.084023618,1.067653082,0.196573012,-0.444278935,-0.829813177,-1.223308313,,-0.693003296,-0.577754432,-0.528178769,-0.484197309,-0.721043172,1.44825673,1.106186124,,0.21406985,-0.387678523,-0.517728724,1.1789466,0.88714478,-0.86229542,-0.685292912
-1.134546731,-1.41045869,-0.933558569,0.418481587,0.457539693,0.698313763,1.034587949,,0.753532248,1.072141856,1.010356911,0.331722523,0.000197754,-0.922076629,-1.53686691,,-0.479595514,-0.715042866,-0.477406759,-0.618535283,-0.570891942,1.768155962,0.675305117,,0.918916071,0.87553795,0.784935569,0.256957092,-0.663677072,-0.237817788,-1.290004425
-0.865283865,-1.103366844,-1.196793099,0.807005258,0.238059173,0.658560461,0.670457964,,0.708252566,1.01332001,0.94219699,0.358107952,-0.019714542,-0.750467733,-1.585752852,,-1.040182504,-1.02304107,-0.9603255,-0.240852269,-0.024566375,1.396381749,1.1366987,,0.314654977,0.343050958,0.715613849,0.843003598,-0.210027796,-0.016125097,-1.646840542
-1.307366215,-1.091361629,-0.830104488,0.713219722,0.065350144,0.595185734,1.047868649,,1.42079388,0.908494621,0.856010514,-0.206814345,0.018302854,-0.935577873,-1.264884898,,-0.899828527,-1.217254776,-0.832779584,0.850072664,-0.140776201,1.508531752,-0.00543105,,1.429103688,0.301970157,0.273209609,-0.381723582,-0.480114609,0.695884507,-1.337258907
-1.233705825,-1.232041087,-1.021463193,0.415181161,0.3717667,0.833636208,0.99482351,,0.927136455,0.995361202,0.832954526,0.236788335,-0.484010374,-0.25625798,-1.563109118,,-0.845276343,-0.855944779,-0.829124791,-0.462336725,-0.255049332,1.483557386,1.131588106,,-0.257187989,0.143007072,0.709677164,1.304998783,-0.262016375,0.176975329,-1.666579922
-1.240191987,-1.187886253,-1.086767332,0.470977147,0.483801624,0.63871382,1.042641588,,0.545463421,1.103694768,0.994723967,0.215536389,0.126704931,-0.991584051,-1.333568886,,-0.480482394,-1.068388807,-1.160210781,-0.194014921,-0.11123196,1.177921789,1.159136578,,0.980228271,0.734293464,0.720863426,0.608585843,-0.113163441,-0.802426375,-1.519534897
-1.101766406,-1.319073476,-0.927132757,0.45102057,0.09692565,0.934315329,1.02871793,,1.124460905,0.711791974,0.73978841,0.449589233,0.127972371,-0.882028767,-1.627563803,,-0.628759899,-0.700120968,-0.481094833,-0.634638161,-0.365489077,1.339846392,1.017762621,,1.344994305,0.367761606,0.574840802,0.486466214,-0.308140117,-0.119815074,-1.774208557
-1.17207453,-1.264789358,-1.057826702,0.273723858,0.318101283,0.748816485,1.280376316,,1.318775367,0.802308229,0.772629497,-0.005920347,0.16034918,-1.01361127,-1.311102384,,-1.163649352,-0.904356862,-0.843305284,-0.238479884,0.092916361,1.019184283,1.309862864,,1.62131447,0.056105194,0.433617347,-0.044834257,-0.295934204,0.379923518,-1.622432815
-1.116099319,-1.206089964,-0.891733573,0.035961621,-0.011795144,1.331002193,1.055273472,,1.154117971,0.800119009,0.738109467,0.362427177,0.172062786,-1.01701579,-1.536734008,,-1.072412398,-1.07767151,-0.916789723,-0.302960488,0.213922124,1.377522683,1.011670903,,1.322266912,0.339890496,0.623625947,0.131844089,-0.575700026,0.138181695,-1.408663275
-0.862498854,-1.244457511,-0.966418591,-0.157943066,0.285822945,1.222314097,0.954837241,,1.091733951,0.833525499,0.935054686,0.326540784,0.032965644,-0.989341098,-1.515400931,,-0.958314553,-1.03437242,-0.879682822,-0.21491452,-0.083291222,1.251402483,1.201080605,,1.551223825,0.065009921,0.22052563,0.752374559,-0.149331763,-0.669154396,-1.311457931
-1.216189672,-1.199381112,-1.103064868,0.514139945,0.082509109,1.100785482,0.941542203,,1.196665162,0.850934778,0.908356634,0.132071652,0.080317654,-0.961979428,-1.467377309,,-0.144071562,-0.476471614,-0.282178787,-1.076136909,-0.43715877,1.00945921,1.180877941,,1.375294153,0.385767846,0.436229182,0.646606841,0.173668709,-1.044387646,-1.42385629
-1.099586076,-1.064342115,-1.10685345,0.57210338,0.581109606,0.61542038,0.684452865,,0.948898153,1.107926127,0.969897203,-0.098114045,6.05E-05,-0.857526993,-1.314460534,,-0.831935151,-0.960628883,-0.874406728,-0.579548705,0.15910621,1.100051678,1.320618889,,1.562225141,0.030691725,0.420212781,-0.504598611,-0.124668689,0.269694359,-1.150274294
-1.00519047,-1.094417755,-1.041505532,0.829218838,0.335887454,0.85740009,0.333328937,,0.795433749,1.101105665,0.997824591,0.202723171,-0.14174335,-0.926215881,-1.305536943,,-0.657462033,-0.927898212,-0.905424657,-0.444649056,0.000641594,1.268817222,1.043278916,,-0.605650072,0.116585697,0.32706726,1.383292355,0.228982104,-0.342243388,-1.148533234
-1.246561446,-1.43292076,-0.87351467,0.548053541,0.503545759,0.505985362,1.107162996,,1.014098433,1.234833651,1.045166604,-0.178604197,-0.218393266,-0.909964615,-1.163611938,,-0.687364133,0.075853277,-0.470446772,-0.758733203,0.977341645,-0.077356708,0.670216486,,0.820130305,0.665769515,0.763410927,0.66948928,-0.362781923,-0.308487262,-1.685203155
-1.673151169,-1.227444934,-0.670750998,0.765485819,0.551444546,0.44906209,0.91251787,,0.716257456,1.102947433,1.088148829,0.038499388,-0.322420964,-0.849252848,-1.047340864,,0.343204227,-0.960882595,-0.824948985,0.892195587,-0.301045707,0.923567651,-0.432747017,,0.914062507,0.557926396,0.592655251,0.732413526,-0.285297364,-0.132299497,-1.863299781
-1.171200154,-1.436777721,-0.834002482,1.189700263,0.659542498,0.538409054,0.193833453,,0.827698286,1.136040553,0.94589957,0.181846676,-0.09602193,-0.944319749,-1.323733804,,-0.0563519,-0.871954024,-1.246506439,-0.32952212,0.233366952,1.387868353,0.339396088,,1.603069384,-0.115939828,0.027905787,0.607911582,0.055345851,-0.63909338,-1.16044056
-1.12117837,-1.122992271,-0.977709524,-0.309708056,0.363265094,1.124885592,1.237967494,,0.565878296,1.121222325,1.125821912,0.183938399,-0.069834464,-0.777734065,-1.446061769,,-0.794997579,-0.621811983,-0.350486608,-0.529243358,-0.435839112,1.592062423,0.698492174,,0.657448806,0.619794298,0.926388692,0.797761025,-0.344352327,-0.486497141,-1.619635405
-1.353251158,-1.279729925,-0.953245416,0.357072788,0.2668969,1.071592542,0.994107644,,1.330877079,0.863716939,0.716424916,-0.19894534,0.006066541,-0.780705442,-1.209679959,,-0.343127601,-1.060207824,-0.148276281,1.271435,-0.192484782,0.97654063,-0.891782068,,0.991591844,0.71212262,0.606252038,0.366449077,-0.377905556,-0.056340999,-1.664677398
-0.682664726,-0.842356283,-1.301830332,-0.486991672,0.228767319,0.94054221,1.437820649,,0.812182467,0.994267543,0.913251222,0.468771313,-0.042816195,-0.803363125,-1.662367916,,-1.001831529,-0.835532856,-0.749679511,-0.099242734,-0.300949303,1.707461067,0.633013891,,0.825340754,0.044330558,0.414905082,1.214933886,-0.634898006,-0.373812104,-1.169656071
-0.79409446,-0.811179933,-0.853141261,-0.462493754,0.907981935,-0.047044073,1.445367632,,0.808781992,0.911067504,0.449462117,0.665110555,0.114718522,-0.780192761,-1.626620026,,-0.944029492,-1.088007875,-0.879046882,-0.097383664,-0.173182721,1.325064549,1.128815021,,0.56581849,0.047474896,0.259720602,1.030291522,-0.489790964,0.473632757,-1.668893807
-0.795930674,-1.445798109,-1.092258404,0.797621362,0.484494031,0.560891293,0.657483704,,0.754094989,1.043658144,0.990940547,0.356768977,-0.089994012,-0.781234516,-1.577060709,,-0.744606763,-0.702102947,-0.766960634,0.118535252,-0.577451313,1.433525524,0.685643295,,1.023639852,0.67871005,0.701941257,-0.073079033,-0.625806104,0.363441081,-1.467774313
-0.970973824,-1.104476576,-1.057612664,-0.265769935,0.347153088,0.737621357,1.530792789,,0.686963724,1.089319825,0.939837996,0.214565202,-0.248083435,-0.667170684,-1.336402242,,-1.168842335,-1.127162669,-0.769491686,-0.390405848,0.328631485,1.309994947,1.050901934,,-0.42579232,-0.454042063,0.006444993,1.702714403,0.225499887,-0.396782452,-0.876389796
-0.938991215,-1.377996675,-1.050538345,0.367113217,0.46929732,0.594610728,1.094623411,,0.603584588,0.616767111,1.050719628,0.530315763,-0.049797364,-0.701282834,-1.48253906,,0.04346077,-0.293435998,0.079641668,-0.205300231,-0.888121921,1.599468974,-0.378296651,,0.74538126,0.147400536,0.5450233,1.153908332,0.228638951,-1.119690991,-1.341210114
-0.940201912,-1.21192453,-1.043962343,0.283720022,0.407618125,0.606549748,1.099178693,,0.596318423,1.122610603,0.970309159,0.354831453,-0.107798677,-0.725766174,-1.538195241,,-0.8906606,-0.879321593,-0.729500717,0.035017544,-0.520729592,1.619787229,0.740537002,,0.795160543,-0.145390366,-0.069618993,0.673214731,0.275176617,-0.435468065,-0.948036672
-0.6091668,-1.32743743,-0.940595031,0.807948381,0.804459763,0.408979191,0.136512111,,1.163583723,0.949165238,0.935826576,0.122387944,-0.156211357,-0.991737879,-1.260870361,,-1.001349883,-0.902352043,-0.81916123,-0.262306624,-0.308088689,1.413590832,1.198951847,,0.728697866,0.780297248,0.766843201,0.763163748,-0.380492427,-0.718283804,-1.371266254
-0.341051017,-1.421820564,-1.140296744,0.211101184,0.682575581,0.444481572,0.839217906,,0.972093349,0.999055114,0.798042096,0.383522434,-0.264181923,-0.747314891,-1.448918539,,-0.609594458,-0.616942472,-0.42349847,-0.530909301,-0.519156471,2.040076284,0.247516037,,0.905136923,-0.899047414,-0.189176731,1.240664182,-0.148090392,-0.273142444,-0.682115929
-0.336416891,-1.357961894,-1.172143735,0.025364233,0.268645318,0.771813819,1.084068521,,1.070554294,1.075463109,0.904206871,0.018184362,-0.093984798,-1.022224553,-1.189643216,,-0.642442866,-1.107799185,-0.808845113,0.405818114,-0.329450554,1.670202635,0.172745178,,0.877378048,0.698053285,0.681078184,0.683787003,-0.354028037,-0.637968755,-1.384172349
