Cluster 1,,,,,,,,Cluster 2,,,,,,,,Cluster 3,,,,,,,,Cluster 4,,,,,,
Na夫e,NPPB,NPP5,SUB,SPPB,SPP5,SPP7,,Na夫e,NPPB,NPP5,SUB,SPPB,SPP5,SPP7,,Na夫e,NPPB,NPP5,SUB,SPPB,SPP5,SPP7,,Na夫e,NPPB,NPP5,SUB,SPPB,SPP5,SPP7
-0.478222109,-1.298578754,-0.541575136,1.223262737,0.714124208,-0.369520949,0.170916003,,1.460981068,1.099363981,1.086253873,-0.467540487,-0.601592023,-0.799968065,-0.865848616,,-1.07764009,-1.037712343,-0.880282076,0.377810825,-0.382280403,1.427137243,0.824058217,,1.128856583,0.828766594,0.695379045,-0.169929028,-0.805054082,0.278356728,-1.293125284
-1.16583636,-1.186546002,-1.063925979,0.265880694,0.116616095,1.100307027,1.07942744,,0.495012572,1.393375384,1.245025289,-0.46739165,-0.711295787,-0.44788826,-0.723484236,,-0.808467153,-0.987382337,-0.892096514,0.247539219,-0.190654905,1.392932968,0.566142222,,1.669650566,0.089530214,-0.382972722,0.699902468,0.072635202,-0.661160242,-1.143533471
-1.173407778,-1.303487902,-0.813365071,0.691432346,-0.015965491,1.301716875,0.490511833,,1.317980001,0.795524889,0.741483779,-0.555145293,-0.956103522,0.095902801,-0.725895487,,-0.612880316,-0.590900451,-0.57172946,-0.688371714,-0.331066932,1.514912433,0.836158883,,1.074601353,0.470470109,0.666368369,0.777955024,-0.81227342,-0.001737644,-1.622523833
-1.249421986,-1.155774964,-0.752266486,1.131202182,0.51039774,0.411805274,0.314692381,,1.126851657,1.053789905,0.70290899,0.02143472,0.029455212,-0.797194043,-1.416358804,,-1.133073153,-1.010456977,-0.932120389,-0.203818045,0.131587889,1.450642296,0.92832575,,-0.254468632,-0.514419048,-0.020974521,1.453962073,0.625609528,-0.867113758,-0.620061193
-1.385418532,-1.406857968,-0.623567818,0.297891367,0.465544884,1.133648537,0.664798449,,1.26461205,0.798568901,0.629899633,-0.291989087,-0.517851767,0.017950668,-1.227920251,,-0.609731767,-0.710133109,-0.717577641,-0.432080721,-0.439475407,1.478833318,0.920804698,,1.205152539,0.022277584,0.59416361,0.55408238,-0.271143512,0.0622524,-1.711386569
-0.852614285,-1.504496239,-1.114812232,0.190064528,0.504319233,0.907320034,1.002238271,,0.874874917,1.02461801,0.979589095,0.092689313,-0.215127016,-0.583289409,-1.453584404,,0.893226593,-0.486059314,-0.4209809,-0.662772605,-0.740223271,1.295658455,0.117697637,,1.104841684,0.428180968,0.821828586,0.813500785,-0.613003417,-0.509532472,-1.457103324
-0.376767478,-1.188762975,-1.118508863,0.856879817,0.483542932,0.25610792,0.416498819,,0.981688182,0.859116126,0.955214283,0.272556797,-0.261569154,-0.641725742,-1.466275845,,-0.776785318,-0.752656086,-0.746062104,-0.48707707,-0.383103829,1.675979481,0.900829048,,1.378866358,0.428370539,0.77731561,0.451813409,-0.399450364,-0.280033696,-1.710743729
-1.290416919,-1.185469505,-1.055820752,0.553405036,0.479684408,0.5374957,1.078195237,,1.003216305,1.070209298,1.103245934,-0.230152209,-0.355608332,-0.695661841,-1.101081271,,-0.255486927,-0.694527854,-0.532457702,-0.064912711,-0.783616191,1.733500137,0.226883128,,0.5264562,0.24453765,0.235719544,-0.413487561,-0.91984062,1.427568959,-0.849275824
-1.169058639,-1.07069709,-1.077729779,0.247928648,0.087674636,0.988950515,1.163560332,,1.148160328,0.920945647,0.847477655,0.206360488,-0.08888531,-1.059826273,-1.245086627,,-0.738903227,-1.21972345,-0.781637144,-0.082095966,-0.202948916,1.307065394,1.033177354,,0.386646131,-0.482225539,-0.173994774,1.459029861,0.209999268,-0.079197002,-1.38765149
-1.214075449,-1.230594451,-0.954475832,0.176686449,0.153031216,1.070788364,1.14885327,,1.272790348,0.80307475,0.617457669,0.05084077,0.209169885,-0.916787527,-1.363215204,,-0.980897342,-0.985056546,-0.869329873,-0.128555095,-0.010585763,1.4600142,0.805589479,,-0.288722562,0.043168845,-0.164096069,-0.322755711,1.02966588,-0.35598559,-0.043687239
-1.188295321,-1.144183258,-0.826493327,0.159638962,-0.000893891,1.132378388,1.078105471,,1.198503421,0.883228688,0.986560049,-0.351960993,-0.322035622,-0.327183717,-1.300038787,,-0.998618552,-1.036597204,-0.871891888,-0.48088793,0.194860553,1.32373796,1.14262015,,-0.868841742,-0.810654933,-0.19519726,1.52032693,0.288453832,0.300965215,-0.703725526
-0.968799906,-1.02738552,-1.043737771,-0.231834014,0.4961255,0.675161966,1.340488946,,0.735050489,1.045732433,0.903815009,0.17665075,-0.273095074,-0.635715433,-1.281288692,,-0.78642155,-0.130787955,-0.539117873,-0.566360565,1.10607359,-0.10229828,0.654830789,,1.108657204,0.632940147,0.840345783,0.630183504,-0.55685171,-0.374455735,-1.635333409
-1.104728845,-1.124740343,-1.055744539,0.10895892,0.735824257,0.330669478,1.28845764,,1.022610069,0.995666047,1.028799951,-0.12327674,0.047189313,-0.948029296,-1.261190327,,-0.703182943,-0.666225354,-0.497178846,-0.500686382,-0.514519551,1.934248377,0.480897912,,1.067888947,0.754010378,0.199069404,1.176111259,-0.594688621,-0.672119075,-1.42503011
-1.051151698,-1.25873028,-0.988807636,0.286252352,0.214721754,0.888524919,1.084518185,,1.092503341,0.914435374,0.77612115,0.088738194,-0.049764867,-0.773021557,-1.353246669,,-0.851781583,-0.782486527,-0.550369538,-0.340678626,-0.392626924,1.926905028,0.444878758,,0.994142809,0.28408468,0.543828482,0.563410643,-0.293738443,0.064124407,-1.700338585
-0.317768739,-1.60883567,-1.061479467,0.473913927,0.158895892,0.876465083,0.731788004,,1.090474519,1.04937956,1.028979149,-0.033709395,-0.022830687,-0.994579117,-1.325505723,,-0.452494026,-1.119520085,-0.844824889,-0.228220026,-0.135290506,1.409255138,0.766884645,,1.201780489,0.796309034,0.891967336,0.496114785,-0.58651461,-0.732392507,-1.344750313
-1.395092423,-1.241727718,-0.946279302,0.451120053,0.277816622,0.913762484,1.044625424,,0.656831393,1.583141647,0.82512337,0.192856192,-0.222030234,-1.158676512,-1.110971754,,-0.912563718,-1.103293749,-0.912120112,0.496837226,-0.460100354,1.394106376,0.765139936,,1.314215651,-0.015423829,0.304974395,0.68906189,-0.055090219,-0.710187105,-1.126609228
-1.013069949,-1.04376499,-0.88467917,0.054413999,0.171787812,0.714512301,1.26542147,,0.748366338,1.217687573,0.935594698,0.383676971,-0.35969469,-0.953259721,-1.246959017,,-0.029859816,-1.245356889,-0.883597628,0.299828986,-0.628792256,1.45708511,0.490988909,,1.210261611,0.894302661,0.54291641,0.482219168,-0.478804681,-0.821873423,-1.167151577
-1.363036145,-1.216031139,-0.981551258,0.529998411,0.412196908,0.699787871,1.028480717,,1.043522007,0.647825714,1.035908817,0.300748136,-0.214327435,-0.749623556,-1.382239547,,-0.13287122,-0.567160991,-0.854397277,-0.619449329,-0.447505809,1.666474082,0.566303172,,0.820111687,0.61277668,0.720721492,0.814521362,-0.579838569,-0.64901625,-1.200873938
-0.248597607,-0.559143263,-0.372022363,0.677895297,1.173919613,-1.116689931,0.149697446,,0.91136526,1.059892528,1.124208155,0.011320748,-0.007362432,-1.080628247,-1.244929526,,-0.739634973,-0.77991574,-0.729368132,-0.62832435,-0.354103758,1.680131174,0.988986068,,0.551842179,0.276014592,0.92437556,0.453527723,-0.789229119,0.618555107,-1.59702796
-1.213705214,-1.188474435,-1.089364458,0.309155139,0.718773457,0.497645674,1.09308381,,1.468354815,0.912191257,0.875797841,-0.010979074,-0.198181537,-1.076017851,-1.157079474,,-1.024585181,-1.025189955,-0.920585637,-0.35326193,0.072035536,1.279394619,1.229602355,,1.052093993,0.693971565,0.920923272,0.487357076,-0.461410355,-0.277995931,-1.748192413
-1.190267248,-1.275657479,-0.97110912,0.164623333,0.499992674,0.673790571,1.239368807,,0.551316506,1.137426817,1.045531794,0.336003737,0.00558457,-1.194626677,-1.197667968,,-1.003788762,-1.106149732,-0.917341798,-0.114904044,-0.125440232,1.300219794,1.2105847,,1.471068306,0.583855386,0.546854723,0.550314641,-0.112790063,-1.084941033,-1.303917356
-0.802273622,-1.224274951,-1.149149829,0.074294453,0.542939939,0.435137942,1.329401467,,-0.33532048,0.608709377,0.492908944,0.752916051,0.522150099,-1.419078607,-0.430710925,,-0.511952476,-1.03451997,-0.71619877,1.020239851,-0.592043463,1.199416716,0.069390308,,0.975687924,0.940681971,0.578379771,0.38659056,-0.550681548,-0.300904223,-1.406067038
-0.932384339,-1.073420464,-1.035405167,0.426826412,-0.013946672,0.919620512,0.948407227,,0.479706914,1.039723232,0.983544131,0.049290896,-0.080429777,-0.602662026,-1.243429802,,-0.024731692,-0.40632161,-0.334075684,-0.396367051,-0.824702215,1.680033336,0.114882668,,0.149799812,-0.075923022,0.178691204,0.82692936,0.744217424,-1.398429833,-0.362142947
-0.93469339,-1.437296139,-1.132353186,0.325423764,0.688406474,0.692877995,0.921548804,,0.779095622,1.153542279,0.806573282,0.226005249,-0.05808381,-1.050448854,-1.171880972,,-0.067095058,-0.36706528,-0.027782668,0.795392971,-1.502786283,0.965310558,0.088540009,,1.466305652,0.338568837,0.11143332,0.561720991,0.385971588,-1.093565534,-1.291357902
0.169887414,-1.15317225,-0.921889989,1.519337728,0.174097158,-0.031982837,-0.232570931,,0.811636624,0.981006106,1.188119849,0.054344152,0.048185632,-1.192111855,-1.145989863,,-0.720515934,-0.646175979,-0.543052874,-0.609724104,-0.421408946,1.329253501,1.134188139,,0.838511781,0.636901326,0.831567572,0.825796324,-0.119491495,-0.888137573,-1.548402766
-0.932767035,-1.255764631,-0.884000187,0.540347066,-0.076993701,1.302129889,0.538915635,,0.684133229,0.688982404,0.843463295,0.584991639,-0.106601474,-0.643780524,-1.497043838,,-0.658403403,-0.726548305,-0.358385961,-0.168229869,-0.508157451,1.995038242,-0.011147671,,1.069230182,-0.076523566,-0.196148217,1.104324203,-0.615119442,0.310456571,-1.397080132
-1.229891301,-1.207395298,-0.955695561,0.315873843,0.179275442,1.038658644,1.010928691,,1.01142228,1.114155102,0.978771829,-0.179991558,-0.319069941,-0.691033356,-1.138167053,,-1.180324333,-0.867708604,-0.549912372,-0.58676524,-0.089176635,1.541339459,1.083061397,,0.508106298,-0.348159142,0.044143019,1.33546249,-0.369749965,0.379064785,-1.497844941
-1.000035739,-1.540923904,-0.892254128,0.409840955,0.333774841,1.025110961,0.806183571,,0.58059263,1.175905942,1.043782638,0.025309425,-0.350276405,-0.584395094,-1.190848833,,-0.825831498,-0.764086697,-0.780352928,-0.024142001,-0.520152817,1.689760407,0.632237753,,1.249973957,-0.050845889,0.583140076,0.907215333,0.029927953,-1.139095305,-1.134749089
-0.801357134,-1.388606425,-1.13417174,0.308078795,0.160993854,1.004148259,1.019880567,,1.00845586,0.991905206,0.968430661,0.229170899,-0.135082388,-1.076433039,-1.244249267,,-0.319671638,-0.617667022,-0.563779647,-0.555032656,-0.466809341,1.58553165,0.562149077,,0.771386614,0.260006383,0.728689102,1.019775792,-0.42340699,-0.258186943,-1.658243434
-1.251375784,-1.241529977,-0.99843477,0.623652982,0.517936047,0.428584925,1.048331444,,1.528422654,0.889055812,0.628076808,0.119586333,-0.191416181,-0.82219405,-1.390142558,,-0.059598778,-0.589252495,-0.584398824,-0.589689182,-0.615499753,1.944009708,0.186116799,,1.457515797,0.516415964,0.588882888,0.610675322,-0.169825247,-0.954737639,-1.408223422
-1.163605888,-1.246927018,-0.99171176,0.524958717,0.601045415,0.533119324,0.892560044,,0.808135771,1.150330231,1.059437311,-0.207581598,0.114793209,-0.842001971,-1.328637126,,-0.524697535,-1.48029742,-0.79161954,-0.024799949,-0.246350932,1.388222121,0.980389632,,-0.954192067,-0.854610001,-0.066910878,1.632875931,0.407293484,-0.025531772,-0.607852934
-1.222921886,-1.181696054,-1.013378428,0.439241452,0.288285065,0.684322322,1.151648437,,1.473784362,0.976278616,0.612257943,-0.125666271,-0.232144451,-0.654750771,-1.284179198,,-0.912464994,-1.140735327,-0.820898021,0.593685695,-0.58167609,1.219321141,0.92424301,,-0.303577999,0.244971052,0.739906908,1.256487519,-0.003445563,-0.222122333,-1.541894593
-1.185264945,-1.085157832,-1.120863676,0.572609392,0.115515535,0.559308477,1.296031436,,1.412866221,0.989523979,0.877461027,-0.111757028,-0.239723088,-0.823953505,-1.284454798,,-1.252913615,-1.167581228,-0.677274687,0.189682645,-0.23025984,1.42834078,0.935563562,,0.020800074,0.675125611,0.734482273,-0.315651933,-0.942949798,0.967299521,-0.781503758
-1.268976975,-1.345643489,-0.791221325,0.614794071,0.216614807,0.688958359,1.034014104,,1.332455252,0.800963339,0.683307548,0.17134216,-0.088158554,-0.829753137,-1.365975072,,-0.849737655,-0.98957729,-0.48805199,0.121547491,-0.47951298,1.740200929,0.363289761,,-0.402559304,-0.654895104,-0.201316253,1.454561265,-0.194357136,0.410815764,-0.726941897
-1.014620151,-1.424136365,-1.070898801,0.451890379,0.291691854,0.82597934,1.062679915,,1.338426257,0.880645195,0.773096829,0.193583845,-0.169153956,-0.869388016,-1.399168084,,-0.533590914,-1.087643388,-0.619196032,0.978828039,-0.668665767,1.236180317,0.133980161,,0.168307109,0.336392817,0.729486917,1.263962179,-0.143149703,-0.32980962,-1.716642988
-1.178730175,-1.404606288,-0.896886876,0.66350608,0.286327876,0.610210996,1.050122552,,0.964430035,1.146294246,1.095940916,-0.022406365,-0.307818417,-0.805252361,-1.269521756,,-0.832953178,-1.150357821,-0.934332043,-0.129755316,-0.006527879,1.486447577,0.838067899,,1.069568138,0.429313697,0.146943911,0.817414929,0.03370565,-0.722857264,-1.362632625
-0.988659836,-1.198848756,-1.014487566,0.150757656,0.883813787,0.14266866,1.224257017,,1.35129792,0.862600261,1.009677332,-0.109372346,-0.16787457,-0.899650974,-1.240783745,,-0.843161652,-1.021407461,-0.858305988,-0.722785556,0.268927247,1.248327916,1.247686719,,0.400846041,0.669653066,0.744839183,0.811467778,0.006848501,-0.717208955,-1.462611041
-0.447456997,-1.437390003,-0.961333038,-0.033249563,-0.065980234,1.059926137,1.173938688,,0.745564522,1.003123374,0.931534169,0.438241623,-0.272330012,-0.793839513,-1.382238647,,-0.497181159,-1.298374251,-1.088593885,-0.069844285,0.269006729,1.269442004,0.694507523,,1.033558219,0.700696137,0.543984557,0.7476467,-0.150551053,-0.756696762,-1.54907807
-1.356221855,-1.201274203,-1.09107864,0.291126418,0.528336236,0.87858444,1.038383929,,0.728380762,1.041229114,0.993903956,0.073818758,-0.013411603,-0.901488486,-1.231554043,,-1.040772845,-0.905405146,-0.697352957,-0.426804527,-0.235298702,1.191591263,1.453160176,,1.315933347,0.426011982,0.528962595,0.665332889,0.01420819,-0.853814606,-1.528907415
-0.996026393,-1.016392514,-1.010973915,-0.056829049,0.293911914,0.632460828,1.398000924,,0.628779172,1.277684166,1.198805529,-0.003574621,-0.346318598,-0.629056632,-1.350001798,,-0.554210862,-0.565639652,-0.454265598,-0.378387168,-0.503126943,1.587916892,0.474184304,,0.840759311,0.817251705,0.230152653,0.634541762,-0.349021034,-0.204230635,-1.497412845
-0.988171448,-1.287793871,-1.055105418,0.333826333,0.739823398,0.417714702,1.006938621,,0.81415593,1.131818709,1.049543819,-0.197802923,-0.018712809,-0.882394929,-1.147728183,,-0.819853485,-0.910943308,-0.463400252,-0.504544371,-0.412009298,1.446038773,1.11616268,,0.456691854,0.616143212,0.803629137,0.94811334,0.128780417,-0.924191012,-1.560050898
-1.200216247,-1.34029471,-0.948870353,0.424299812,0.419025204,0.9214119,0.852299065,,0.785031294,1.207939496,1.024338496,-0.309688421,-0.213942814,-0.561043342,-1.178307387,,-0.897370056,-0.802209678,-0.5772557,-0.762551905,-0.239495171,1.415641056,1.294032595,,0.095754879,0.455111257,0.684290084,1.446141312,-0.365223959,-0.679819681,-1.327464836
-1.029195867,-1.197996962,-1.035181302,0.440896528,-0.041028291,0.906694627,1.140217734,,1.377931233,1.050948943,0.801003286,-0.158823555,-0.510210292,-0.427464582,-1.325914169,,-0.377340949,-0.401382668,-0.47331274,-0.944506877,-0.55277876,1.486773273,0.949539632,,0.976827891,0.59819584,0.607063618,0.725665131,0.007397622,-0.707846195,-1.66178207
-1.08343269,-1.307381119,-1.03793285,0.431445247,0.062371956,1.001096459,1.076646333,,1.026147941,0.830879959,0.995644025,0.364744727,-0.079921348,-1.109178425,-1.315148898,,-0.842458828,-0.895941196,-0.876123273,-0.129680061,-0.246140099,1.311619379,1.025093252,,0.777589403,0.506805281,0.430286529,1.115186567,-0.208649261,-0.421873678,-1.770674538
-1.120654547,-1.258561664,-1.011676361,0.54914672,0.194545495,1.010389237,0.789087976,,1.057583179,0.888133236,0.818426559,0.372351882,-0.085883715,-0.712843178,-1.64673222,,-0.840878638,-1.045957051,-0.952814663,0.068201876,-0.097719401,0.944810775,1.214444514,,1.024725912,0.565643236,0.641745181,0.676998853,-0.396257749,-0.274176144,-1.680650708
-1.201672496,-1.408519576,-0.920607053,0.831267319,0.331366419,0.783178405,0.702287201,,0.9842608,1.112692768,1.04164584,-0.053886115,-0.196157014,-0.902684827,-1.2012216,,-0.780801531,-0.088424752,-0.524046861,-0.790649881,1.114587343,-0.092927169,0.813944566,,0.919146343,0.624940044,0.771679202,0.684739759,-0.31091881,-0.442476423,-1.668168718
-1.009372636,-1.234693694,-1.033153819,0.214215196,0.569661289,0.570296222,1.103742404,,0.897546446,0.957866003,0.912312746,-0.037738458,0.043024835,-0.805642907,-1.275437366,,-1.000058562,-0.909026174,-0.645429549,-0.381319705,-0.313364122,1.577622291,1.03294725,,1.474446627,0.020647882,0.203284385,0.044635246,0.376221063,-0.439935868,-1.254704612
-1.176677469,-1.416267388,-0.943299014,0.201245804,0.575673838,0.789812204,1.085451057,,0.907862339,1.130225452,0.882751026,0.142643337,-0.095781488,-1.055980911,-1.181510051,,-0.939701526,-0.906826906,-0.858804473,-0.380885239,-0.152283671,1.603205359,0.95896323,,0.58254758,0.493777547,0.466027113,-0.329972623,-0.813581738,0.947389527,-0.960599346
-0.854210583,-1.32334187,-1.06329438,0.037900181,0.220010898,1.173794385,0.998929661,,1.028109468,1.04670167,0.939596054,0.33053745,-0.254162544,-1.156990717,-1.180189585,,-1.301410685,-1.13830695,-0.634917037,-0.190279879,0.082560094,1.250720364,1.162975426,,1.326940406,0.184814096,0.196449422,0.779510237,-0.202533963,-0.328986509,-1.529142709
