,values,Group,Cluster
4950,0.320258151947561,SPP_B,Cluster 1
4951,0.539727798512056,SPP_B,Cluster 1
4952,0.18346289048802,SPP_B,Cluster 1
4953,0.310130841206073,SPP_B,Cluster 1
4954,0.376911820988366,SPP_B,Cluster 1
4955,0.828493743146197,SPP_B,Cluster 1
4956,0.314173043470644,SPP_B,Cluster 1
4957,0.264458073828969,SPP_B,Cluster 1
4958,0.364499770944092,SPP_B,Cluster 1
4959,0.600515074340329,SPP_B,Cluster 1
4960,0.470469597573546,SPP_B,Cluster 1
4961,0.355420573100681,SPP_B,Cluster 1
4962,0.341856096571878,SPP_B,Cluster 1
4963,0.538666114825679,SPP_B,Cluster 1
4964,0.265179161463186,SPP_B,Cluster 1
4965,0.370774300169892,SPP_B,Cluster 1
4966,0.386880584217231,SPP_B,Cluster 1
4967,0.829350399148365,SPP_B,Cluster 1
4968,0.218051338246572,SPP_B,Cluster 1
4969,0.660093037870985,SPP_B,Cluster 1
4970,-0.234524876615303,SPP_B,Cluster 1
4971,0.61383045775038,SPP_B,Cluster 1
4972,0.212601869093436,SPP_B,Cluster 1
4973,0.0931160234490871,SPP_B,Cluster 1
4974,0.437357488322036,SPP_B,Cluster 1
4975,0.654360833196812,SPP_B,Cluster 1
4976,0.621705615941762,SPP_B,Cluster 1
4977,0.195751363725796,SPP_B,Cluster 1
4978,0.358697695219531,SPP_B,Cluster 1
4979,0.413264252314075,SPP_B,Cluster 1
4980,0.631909456200858,SPP_B,Cluster 1
4981,0.842222415806311,SPP_B,Cluster 1
4982,0.662950340443154,SPP_B,Cluster 1
4983,0.61260780097585,SPP_B,Cluster 1
4984,0.582035756192981,SPP_B,Cluster 1
4985,0.275070853729326,SPP_B,Cluster 1
4986,0.892186108234108,SPP_B,Cluster 1
4987,0.867134907419167,SPP_B,Cluster 1
4988,0.575636707129152,SPP_B,Cluster 1
4989,0.556543392281277,SPP_B,Cluster 1
4990,0.233096820411293,SPP_B,Cluster 1
4991,0.661455659759141,SPP_B,Cluster 1
4992,-0.230400453754164,SPP_B,Cluster 1
4993,0.458279020336076,SPP_B,Cluster 1
4994,0.373344291736326,SPP_B,Cluster 1
4995,0.855665652240467,SPP_B,Cluster 1
4996,0.653680606761203,SPP_B,Cluster 1
4997,0.26914463613535,SPP_B,Cluster 1
4998,0.297968884932879,SPP_B,Cluster 1
4999,0.111399602561228,SPP_B,Cluster 1
5000,-0.107486802317986,SPP_B,Cluster 1
5001,0.487129356074612,SPP_B,Cluster 1
5002,0.364111794466001,SPP_B,Cluster 1
5003,0.597498206097095,SPP_B,Cluster 1
5004,0.477694822956284,SPP_B,Cluster 1
5005,0.560040937703822,SPP_B,Cluster 1
5006,0.129714867275394,SPP_B,Cluster 1
5007,0.571752930981902,SPP_B,Cluster 1
5008,0.441239244962439,SPP_B,Cluster 1
5009,-0.118011562483423,SPP_B,Cluster 1
5010,0.531762656006763,SPP_B,Cluster 1
5011,0.430414835302457,SPP_B,Cluster 1
5012,0.331356976369088,SPP_B,Cluster 1
5013,0.379767226032903,SPP_B,Cluster 1
5014,0.429381633561856,SPP_B,Cluster 1
5015,0.207495649690274,SPP_B,Cluster 1
5016,0.477560195584356,SPP_B,Cluster 1
5017,0.552948559696805,SPP_B,Cluster 1
5018,0.946885470753289,SPP_B,Cluster 1
5019,0.0901649173170525,SPP_B,Cluster 1
5020,0.755020894623039,SPP_B,Cluster 1
5021,0.349134914282336,SPP_B,Cluster 1
5022,0.527764423157524,SPP_B,Cluster 1
5023,1.25265840394579,SPP_B,Cluster 1
5024,0.421417271469489,SPP_B,Cluster 1
5025,0.3763674141472,SPP_B,Cluster 1
5026,0.467562487208769,SPP_B,Cluster 1
5027,0.386185386477939,SPP_B,Cluster 1
5028,0.0607815250920076,SPP_B,Cluster 1
5029,0.0940420401367997,SPP_B,Cluster 1
5030,0.294518600893064,SPP_B,Cluster 1
5031,0.45860487833297,SPP_B,Cluster 1
5032,0.60545879312567,SPP_B,Cluster 1
5033,0.525360661156391,SPP_B,Cluster 1
5034,0.256818336000148,SPP_B,Cluster 1
5035,0.358134593862045,SPP_B,Cluster 1
5036,0.0876412024295059,SPP_B,Cluster 1
5037,0.341689793516721,SPP_B,Cluster 1
5038,0.362256917913824,SPP_B,Cluster 1
5039,0.311879838207243,SPP_B,Cluster 1
5040,0.868955650907701,SPP_B,Cluster 1
5041,0.360851850958101,SPP_B,Cluster 1
5042,0.655986120064217,SPP_B,Cluster 1
5043,0.636148957034364,SPP_B,Cluster 1
5044,0.633675420557929,SPP_B,Cluster 1
5045,0.775619809955127,SPP_B,Cluster 1
5046,0.670587785038178,SPP_B,Cluster 1
5047,0.760078124492328,SPP_B,Cluster 1
5048,0.550747003048113,SPP_B,Cluster 1
5049,0.74202373385626,SPP_B,Cluster 1
5050,0.53208983059478,SPP_B,Cluster 1
5051,0.410344059119228,SPP_B,Cluster 1
5052,0.00853072660299586,SPP_B,Cluster 1
5053,0.681383273468139,SPP_B,Cluster 1
5054,0.359863555545063,SPP_B,Cluster 1
5055,0.303278728504334,SPP_B,Cluster 1
5056,0.566797945991709,SPP_B,Cluster 1
5057,0.706376545026097,SPP_B,Cluster 1
5058,0.777626227882959,SPP_B,Cluster 1
5059,0.705324671014658,SPP_B,Cluster 1
5060,0.66710359294747,SPP_B,Cluster 1
5061,0.746370689400009,SPP_B,Cluster 1
5062,0.570868709455526,SPP_B,Cluster 1
5063,0.389624672546389,SPP_B,Cluster 1
5064,0.697375558976972,SPP_B,Cluster 1
5065,0.726906574345841,SPP_B,Cluster 1
5066,-0.24227257440217,SPP_B,Cluster 1
5067,0.586441948262083,SPP_B,Cluster 1
5068,0.552085480774749,SPP_B,Cluster 1
5069,-0.0806326116803663,SPP_B,Cluster 1
5070,0.120089227170969,SPP_B,Cluster 1
5071,0.530947396587168,SPP_B,Cluster 1
5072,0.356557756125151,SPP_B,Cluster 1
5073,0.473007551206574,SPP_B,Cluster 1
5074,0.190027086681536,SPP_B,Cluster 1
5075,0.475549464025894,SPP_B,Cluster 1
5076,0.205066807001402,SPP_B,Cluster 1
5077,0.169196610439216,SPP_B,Cluster 1
5078,0.695410289504658,SPP_B,Cluster 1
5079,0.879356923882813,SPP_B,Cluster 1
5080,1.04125990034705,SPP_B,Cluster 1
5081,0.674361545138263,SPP_B,Cluster 1
5082,0.816118040407082,SPP_B,Cluster 1
5083,0.759131045567159,SPP_B,Cluster 1
5084,0.814559585797253,SPP_B,Cluster 1
5085,0.604370872770106,SPP_B,Cluster 1
5086,-0.484759191003044,SPP_B,Cluster 1
5087,0.386441674380122,SPP_B,Cluster 1
5088,0.211445411897428,SPP_B,Cluster 1
5089,0.209001266439749,SPP_B,Cluster 1
5090,0.245274464638579,SPP_B,Cluster 1
5091,0.508058356540352,SPP_B,Cluster 1
5092,0.51056932788879,SPP_B,Cluster 1
5093,0.51986819119868,SPP_B,Cluster 1
5094,0.969496876610559,SPP_B,Cluster 1
5095,0.933206815156696,SPP_B,Cluster 1
5096,0.484252667912055,SPP_B,Cluster 1
5097,0.28478310770206,SPP_B,Cluster 1
5098,0.493066107715089,SPP_B,Cluster 1
5099,0.45614889518679,SPP_B,Cluster 1
5100,0.333124625152812,SPP_B,Cluster 1
5101,0.585694579462877,SPP_B,Cluster 1
5102,0.48254442598385,SPP_B,Cluster 1
5103,0.33384434630674,SPP_B,Cluster 1
5104,0.869407807097257,SPP_B,Cluster 1
5105,1.00397656315979,SPP_B,Cluster 1
5106,0.656412420668962,SPP_B,Cluster 1
5107,0.263433244707141,SPP_B,Cluster 1
5108,0.480737927204382,SPP_B,Cluster 1
5109,0.464948979397056,SPP_B,Cluster 1
5110,0.485930502240146,SPP_B,Cluster 1
5111,0.397327086371617,SPP_B,Cluster 1
5112,0.781386115298741,SPP_B,Cluster 1
5113,0.447104060698218,SPP_B,Cluster 1
5114,0.784534135154654,SPP_B,Cluster 1
5115,0.610117941433805,SPP_B,Cluster 1
5116,0.649688113184685,SPP_B,Cluster 1
5117,0.0752588175319889,SPP_B,Cluster 1
5118,0.240636513674033,SPP_B,Cluster 1
5119,0.337676345872342,SPP_B,Cluster 1
5120,0.251734074315535,SPP_B,Cluster 1
5121,0.431081377787179,SPP_B,Cluster 1
5122,0.716269205903216,SPP_B,Cluster 1
5123,0.469970919448615,SPP_B,Cluster 1
5124,0.651141409776439,SPP_B,Cluster 1
5125,0.807571172773561,SPP_B,Cluster 1
5126,0.82461783736084,SPP_B,Cluster 1
5127,0.350355476345272,SPP_B,Cluster 1
5128,0.364300598177119,SPP_B,Cluster 1
5129,0.667159118210867,SPP_B,Cluster 1
5130,0.458130819602459,SPP_B,Cluster 1
5131,-0.128051295609589,SPP_B,Cluster 1
5132,0.477556894135273,SPP_B,Cluster 1
5133,0.740015674396803,SPP_B,Cluster 1
5134,0.620660351376202,SPP_B,Cluster 1
5135,0.399171933899389,SPP_B,Cluster 1
5136,-0.0766144065376952,SPP_B,Cluster 1
5137,0.435524046683445,SPP_B,Cluster 1
5138,1.08994216896312,SPP_B,Cluster 1
5139,0.953728798300536,SPP_B,Cluster 1
5140,0.656378448488933,SPP_B,Cluster 1
5141,0.474543089718442,SPP_B,Cluster 1
5142,0.512871049048533,SPP_B,Cluster 1
5143,0.236966646235344,SPP_B,Cluster 1
5144,0.972929066408599,SPP_B,Cluster 1
5145,0.162882952472934,SPP_B,Cluster 1
5146,0.31906441781671,SPP_B,Cluster 1
5147,0.326340772135065,SPP_B,Cluster 1
5148,0.56419168429617,SPP_B,Cluster 1
5149,0.791138805641648,SPP_B,Cluster 1
5150,0.391662508550661,SPP_B,Cluster 1
5151,0.425917459596129,SPP_B,Cluster 1
5152,0.762072403504721,SPP_B,Cluster 1
5153,0.136272604983632,SPP_B,Cluster 1
5154,0.417495355163941,SPP_B,Cluster 1
5155,0.307987913431263,SPP_B,Cluster 1
5156,0.357523536593717,SPP_B,Cluster 1
5157,0.460957906263896,SPP_B,Cluster 1
5158,-0.12368189613552,SPP_B,Cluster 1
5159,0.567253652806447,SPP_B,Cluster 1
5160,0.474200605336995,SPP_B,Cluster 1
5161,0.378679577081777,SPP_B,Cluster 1
5162,0.29848334688311,SPP_B,Cluster 1
5163,-0.0430827379849646,SPP_B,Cluster 1
5164,0.703817439863194,SPP_B,Cluster 1
5165,0.330839632588741,SPP_B,Cluster 1
5166,0.103282337953671,SPP_B,Cluster 1
5167,0.134997606273185,SPP_B,Cluster 1
5168,0.484849054632062,SPP_B,Cluster 1
5169,0.313651154592475,SPP_B,Cluster 1
5170,0.8053321963901,SPP_B,Cluster 1
5171,0.712279049686092,SPP_B,Cluster 1
5172,0.515498760351485,SPP_B,Cluster 1
5173,0.633332819219498,SPP_B,Cluster 1
5174,0.426983751923328,SPP_B,Cluster 1
5175,0.654418186408676,SPP_B,Cluster 1
5176,0.649659170946856,SPP_B,Cluster 1
5177,0.8507547423425,SPP_B,Cluster 1
5178,0.25274797815229,SPP_B,Cluster 1
5179,0.845307361092965,SPP_B,Cluster 1
5180,0.512357038177595,SPP_B,Cluster 1
5181,-0.019102428868269,SPP_B,Cluster 1
5182,0.36851863310507,SPP_B,Cluster 1
5183,0.293897403086627,SPP_B,Cluster 1
5184,0.422752818299491,SPP_B,Cluster 1
5185,0.290292240102539,SPP_B,Cluster 1
5186,0.0483184503581554,SPP_B,Cluster 1
5187,0.105402662749433,SPP_B,Cluster 1
5188,0.815961507868373,SPP_B,Cluster 1
5189,0.509243649537473,SPP_B,Cluster 1
5190,0.595332490451276,SPP_B,Cluster 1
5191,0.120968223412838,SPP_B,Cluster 1
5192,0.628313610685193,SPP_B,Cluster 1
5193,0.260541788758585,SPP_B,Cluster 1
5194,0.217897913982573,SPP_B,Cluster 1
5195,0.153336807267396,SPP_B,Cluster 1
5196,0.206498715684166,SPP_B,Cluster 1
5197,0.590256815077384,SPP_B,Cluster 1
5198,0.390536403830336,SPP_B,Cluster 1
5199,0.462480911361753,SPP_B,Cluster 1
5200,0.218277117491748,SPP_B,Cluster 1
5201,0.396640683399919,SPP_B,Cluster 1
5202,0.671923271234681,SPP_B,Cluster 1
5203,0.642532030694501,SPP_B,Cluster 1
5204,0.364861435521181,SPP_B,Cluster 1
5205,-0.0410702725731369,SPP_B,Cluster 1
5206,0.220057397886188,SPP_B,Cluster 1
5207,0.452192140886713,SPP_B,Cluster 1
5208,0.270169042179556,SPP_B,Cluster 1
5209,0.354378064193116,SPP_B,Cluster 1
5210,0.0757577737452562,SPP_B,Cluster 1
5211,0.68800769355859,SPP_B,Cluster 1
5212,-0.0389107439269986,SPP_B,Cluster 1
5213,0.402478721600864,SPP_B,Cluster 1
5214,0.225298427819923,SPP_B,Cluster 1
5215,0.576910864485174,SPP_B,Cluster 1
5216,1.06470853968217,SPP_B,Cluster 1
5217,0.49879044547929,SPP_B,Cluster 1
5218,0.418619719484296,SPP_B,Cluster 1
5219,0.411822764577947,SPP_B,Cluster 1
5220,0.480751015505975,SPP_B,Cluster 1
5221,0.572570537142409,SPP_B,Cluster 1
5222,0.499666250623057,SPP_B,Cluster 1
5223,0.586952620136198,SPP_B,Cluster 1
5224,0.31219059858508,SPP_B,Cluster 1
5225,-0.00985059060369187,SPP_B,Cluster 1
5226,0.340915103036706,SPP_B,Cluster 1
5227,0.245203270287965,SPP_B,Cluster 1
5228,1.04185558019596,SPP_B,Cluster 1
5229,0.753108040682249,SPP_B,Cluster 1
5230,0.549609780299774,SPP_B,Cluster 1
5231,0.570892585729977,SPP_B,Cluster 1
5232,0.0682947264523519,SPP_B,Cluster 1
5233,0.449972116698943,SPP_B,Cluster 1
5234,0.636447408059015,SPP_B,Cluster 1
5235,0.461479830053463,SPP_B,Cluster 1
5236,0.0893504552779196,SPP_B,Cluster 1
5237,0.461017022203638,SPP_B,Cluster 1
5238,0.299338319131244,SPP_B,Cluster 1
5239,-0.0169974943453823,SPP_B,Cluster 1
5240,0.039448502032952,SPP_B,Cluster 1
5241,0.511728945027753,SPP_B,Cluster 1
5242,0.475362782863587,SPP_B,Cluster 1
5243,0.498920393732087,SPP_B,Cluster 1
5244,0.505839203984061,SPP_B,Cluster 1
5245,0.559589076633109,SPP_B,Cluster 1
5246,-0.00133397080962201,SPP_B,Cluster 1
5247,0.242552046273669,SPP_B,Cluster 1
5248,0.729138169587283,SPP_B,Cluster 1
5249,0.227870102989375,SPP_B,Cluster 1
5250,0.572936364868155,SPP_B,Cluster 1
5251,0.311620905379728,SPP_B,Cluster 1
5252,0.0189084562010304,SPP_B,Cluster 1
5253,-0.0170291650848937,SPP_B,Cluster 1
5254,-0.150918354762993,SPP_B,Cluster 1
5255,0.0908502206262193,SPP_B,Cluster 1
5256,0.323957482360591,SPP_B,Cluster 1
5257,0.272475308024221,SPP_B,Cluster 1
5258,0.612143033171658,SPP_B,Cluster 1
5259,0.342970749483994,SPP_B,Cluster 1
5260,0.332393664490267,SPP_B,Cluster 1
5261,0.701850093142228,SPP_B,Cluster 1
5262,0.494679190781093,SPP_B,Cluster 1
5263,0.383727933402664,SPP_B,Cluster 1
5264,0.759018522055078,SPP_B,Cluster 1
5265,0.611605583232238,SPP_B,Cluster 1
5266,0.586527015965421,SPP_B,Cluster 1
5267,0.621205631454351,SPP_B,Cluster 1
5268,0.577032962810721,SPP_B,Cluster 1
5269,0.710071907647735,SPP_B,Cluster 1
5270,0.468194526789677,SPP_B,Cluster 1
5271,0.361045363619177,SPP_B,Cluster 1
5272,0.428610249526193,SPP_B,Cluster 1
5273,0.539405569678395,SPP_B,Cluster 1
5274,0.774339363277078,SPP_B,Cluster 1
5275,0.364701232590001,SPP_B,Cluster 1
5276,0.23459950444293,SPP_B,Cluster 1
5277,0.433592413121315,SPP_B,Cluster 1
5278,0.146509304321513,SPP_B,Cluster 1
5279,0.680935273398576,SPP_B,Cluster 1
5280,0.227582155248417,SPP_B,Cluster 1
5281,0.0126962103992135,SPP_B,Cluster 1
5282,0.473280416751473,SPP_B,Cluster 1
5283,0.718992416678441,SPP_B,Cluster 1
5284,0.770907462528419,SPP_B,Cluster 1
5285,0.338288540808248,SPP_B,Cluster 1
5286,0.70412982003666,SPP_B,Cluster 1
5287,0.428881153816376,SPP_B,Cluster 1
5288,1.09177266794625,SPP_B,Cluster 1
5289,0.377248736840074,SPP_B,Cluster 1
5290,0.77283550947089,SPP_B,Cluster 1
5291,0.899835969413713,SPP_B,Cluster 1
5292,0.286160187925642,SPP_B,Cluster 1
5293,0.350745193073674,SPP_B,Cluster 1
5294,0.554532771830131,SPP_B,Cluster 1
5295,0.457607655576779,SPP_B,Cluster 1
5296,0.210968092821532,SPP_B,Cluster 1
5297,0.0696095219364556,SPP_B,Cluster 1
5298,0.200404151947618,SPP_B,Cluster 1
5299,0.551318647799422,SPP_B,Cluster 1
5300,0.443210030063914,SPP_B,Cluster 1
5301,0.766604737890174,SPP_B,Cluster 1
5302,0.0123495887043002,SPP_B,Cluster 1
5303,0.290839345114873,SPP_B,Cluster 1
5304,0.164931957363217,SPP_B,Cluster 1
5305,-0.256239341948389,SPP_B,Cluster 1
5306,0.196360353709739,SPP_B,Cluster 1
5307,0.375333501256307,SPP_B,Cluster 1
5308,0.273709196609918,SPP_B,Cluster 1
5309,0.412825522182946,SPP_B,Cluster 1
5310,0.338160438048533,SPP_B,Cluster 1
5311,-0.128843182498858,SPP_B,Cluster 1
5312,0.162252365668476,SPP_B,Cluster 1
5313,0.322192047539645,SPP_B,Cluster 1
5314,0.185037591536006,SPP_B,Cluster 1
5315,0.442711445094692,SPP_B,Cluster 1
5316,0.336846128780151,SPP_B,Cluster 1
5317,0.47359703677713,SPP_B,Cluster 1
5318,-0.1572719439353,SPP_B,Cluster 1
5319,0.34580707168149,SPP_B,Cluster 1
5320,0.498682967197582,SPP_B,Cluster 1
5321,0.508394520997217,SPP_B,Cluster 1
5322,-0.110114946456331,SPP_B,Cluster 1
5323,1.00052293564443,SPP_B,Cluster 1
5324,0.358650612786981,SPP_B,Cluster 1
5325,0.60486589427809,SPP_B,Cluster 1
5326,0.595113875287105,SPP_B,Cluster 1
5327,-0.0738991019928186,SPP_B,Cluster 1
5328,0.116074927217502,SPP_B,Cluster 1
5329,0.48292345787316,SPP_B,Cluster 1
5330,0.440932634338366,SPP_B,Cluster 1
5331,0.0613408655068164,SPP_B,Cluster 1
5332,-0.1629240684108,SPP_B,Cluster 1
5333,0.34850910092732,SPP_B,Cluster 1
5334,0.36587223990559,SPP_B,Cluster 1
5335,0.426740550092592,SPP_B,Cluster 1
5336,0.240761015991237,SPP_B,Cluster 1
5337,0.404000494976442,SPP_B,Cluster 1
5338,0.656756448001944,SPP_B,Cluster 1
5339,0.676748928905303,SPP_B,Cluster 1
5340,0.779451068456211,SPP_B,Cluster 1
5341,0.225414281674255,SPP_B,Cluster 1
5342,0.583221048293288,SPP_B,Cluster 1
5343,0.408745792850257,SPP_B,Cluster 1
5344,0.346284151253502,SPP_B,Cluster 1
5345,0.529138721549342,SPP_B,Cluster 1
5346,0.390882677412909,SPP_B,Cluster 1
5347,0.410249008841663,SPP_B,Cluster 1
5348,0.518475028967627,SPP_B,Cluster 1
5349,0.180824701254208,SPP_B,Cluster 1
5350,-0.130781169088536,SPP_B,Cluster 1
5351,0.59142834926411,SPP_B,Cluster 1
5352,0.226088162731233,SPP_B,Cluster 1
5353,0.367962606764559,SPP_B,Cluster 1
5354,0.829519288889236,SPP_B,Cluster 1
5355,0.414620861339821,SPP_B,Cluster 1
5356,0.0719325345408205,SPP_B,Cluster 1
5357,0.563277118642608,SPP_B,Cluster 1
5358,0.493891291546795,SPP_B,Cluster 1
5359,0.0753342509683663,SPP_B,Cluster 1
5360,-0.171229073895885,SPP_B,Cluster 1
5361,0.472658640760867,SPP_B,Cluster 1
5362,0.428726537125122,SPP_B,Cluster 1
5363,0.899670483018573,SPP_B,Cluster 1
5364,0.362617755333352,SPP_B,Cluster 1
5365,0.282738638915333,SPP_B,Cluster 1
5366,0.0267634195612171,SPP_B,Cluster 1
5367,0.392721190024307,SPP_B,Cluster 1
5368,0.370017696661425,SPP_B,Cluster 1
5369,1.04522576212898,SPP_B,Cluster 1
5370,0.481920629703076,SPP_B,Cluster 1
5371,1.24302072915307,SPP_B,Cluster 1
5372,1.17783931007151,SPP_B,Cluster 1
5373,0.672449371598177,SPP_B,Cluster 1
5374,0.0277088385190096,SPP_B,Cluster 1
5375,0.605999794638691,SPP_B,Cluster 1
5376,0.536676727388618,SPP_B,Cluster 1
5377,0.718069938721367,SPP_B,Cluster 1
5378,0.426847171506762,SPP_B,Cluster 1
5379,0.40039038215054,SPP_B,Cluster 1
5380,0.335955058510431,SPP_B,Cluster 1
5381,0.390712332540563,SPP_B,Cluster 1
5382,0.583936138213441,SPP_B,Cluster 1
5383,0.373022937152726,SPP_B,Cluster 1
5384,0.196126731596542,SPP_B,Cluster 1
5385,0.571854594722488,SPP_B,Cluster 1
5386,0.371456255576876,SPP_B,Cluster 1
5387,0.425286053426174,SPP_B,Cluster 1
5388,0.606692514632865,SPP_B,Cluster 1
5389,0.197538257550784,SPP_B,Cluster 1
5390,0.180579056476478,SPP_B,Cluster 1
5391,0.0623782554316914,SPP_B,Cluster 1
5392,0.639806715023309,SPP_B,Cluster 1
5393,0.482130327659588,SPP_B,Cluster 1
5394,0.55561106413108,SPP_B,Cluster 1
5395,0.264256443601962,SPP_B,Cluster 1
5396,0.44763383178291,SPP_B,Cluster 1
5397,0.449239666343297,SPP_B,Cluster 1
5398,0.741514589097794,SPP_B,Cluster 1
5399,0.649658217115083,SPP_B,Cluster 1
5400,0.960570639155333,SPP_B,Cluster 1
5401,0.287377185244588,SPP_B,Cluster 1
5402,0.551100492623014,SPP_B,Cluster 1
5403,0.668705864242646,SPP_B,Cluster 1
5404,0.122158745469147,SPP_B,Cluster 1
5405,0.64287057307723,SPP_B,Cluster 1
5406,0.620226448091023,SPP_B,Cluster 1
5407,-0.340778583933322,SPP_B,Cluster 1
5408,0.0757397250377085,SPP_B,Cluster 1
5409,0.056774279439991,SPP_B,Cluster 1
5410,0.399632301135194,SPP_B,Cluster 1
5411,0.906232393895614,SPP_B,Cluster 1
5412,0.507619434656712,SPP_B,Cluster 1
5413,0.801204235427846,SPP_B,Cluster 1
5414,0.507243593219249,SPP_B,Cluster 1
5415,0.635921022415116,SPP_B,Cluster 1
5416,0.764289248972292,SPP_B,Cluster 1
5417,0.62222384987497,SPP_B,Cluster 1
5418,0.43430673673948,SPP_B,Cluster 1
5419,0.141653495460712,SPP_B,Cluster 1
5420,0.357788885469072,SPP_B,Cluster 1
5421,0.142134782526457,SPP_B,Cluster 1
5422,0.496897107026002,SPP_B,Cluster 1
5423,0.354168101956185,SPP_B,Cluster 1
5424,-0.0495538961612842,SPP_B,Cluster 1
5425,0.470208581516567,SPP_B,Cluster 1
5426,0.533983133697604,SPP_B,Cluster 1
5427,0.146946356921469,SPP_B,Cluster 1
5428,0.395039101047427,SPP_B,Cluster 1
5429,0.522379717300039,SPP_B,Cluster 1
5430,-0.204271520651534,SPP_B,Cluster 1
5431,0.537264603934107,SPP_B,Cluster 1
5432,0.619620499757947,SPP_B,Cluster 1
5433,0.351482572857026,SPP_B,Cluster 1
5434,0.648816809016063,SPP_B,Cluster 1
5435,0.670140220293418,SPP_B,Cluster 1
5436,0.133116235597217,SPP_B,Cluster 1
5437,0.478253942642044,SPP_B,Cluster 1
5438,0.260851920794614,SPP_B,Cluster 1
5439,0.603272625257694,SPP_B,Cluster 1
5440,0.53665697581138,SPP_B,Cluster 1
5441,0.421469221283188,SPP_B,Cluster 1
5442,0.574381487522246,SPP_B,Cluster 1
5443,0.606053153497901,SPP_B,Cluster 1
5444,0.577084344375508,SPP_B,Cluster 1
5445,-0.0381209033626766,SPP_B,Cluster 1
5446,0.0744627646025092,SPP_B,Cluster 1
5447,0.301605140383059,SPP_B,Cluster 1
5448,0.644966997690995,SPP_B,Cluster 1
5449,0.393747871697254,SPP_B,Cluster 1
5450,0.593441436720219,SPP_B,Cluster 1
5451,0.126075147191681,SPP_B,Cluster 1
5452,0.363997552298629,SPP_B,Cluster 1
5453,0.624669340040802,SPP_B,Cluster 1
5454,0.794118080482034,SPP_B,Cluster 1
5455,0.528994921169612,SPP_B,Cluster 1
5456,0.638974032373903,SPP_B,Cluster 1
5457,0.316233203550044,SPP_B,Cluster 1
5458,0.575718048643526,SPP_B,Cluster 1
5459,0.570720707527846,SPP_B,Cluster 1
5460,0.668983685426494,SPP_B,Cluster 1
5461,0.289925113169395,SPP_B,Cluster 1
5462,0.397509080518806,SPP_B,Cluster 1
5463,0.357599816189893,SPP_B,Cluster 1
5464,0.423656615033591,SPP_B,Cluster 1
5465,0.596251272384825,SPP_B,Cluster 1
5466,0.557887346180901,SPP_B,Cluster 1
5467,0.512379248067413,SPP_B,Cluster 1
5468,-0.0492106261626064,SPP_B,Cluster 1
5469,0.66783387432751,SPP_B,Cluster 1
5470,0.572461862370857,SPP_B,Cluster 1
5471,0.381900550029644,SPP_B,Cluster 1
5472,0.475246038734226,SPP_B,Cluster 1
5473,0.0571927939865177,SPP_B,Cluster 1
5474,0.260319461045362,SPP_B,Cluster 1
5475,0.0870477424206207,SPP_B,Cluster 1
5476,0.651183938993708,SPP_B,Cluster 1
5477,0.686113997289261,SPP_B,Cluster 1
5478,0.13909188306874,SPP_B,Cluster 1
5479,-0.045247099884301,SPP_B,Cluster 1
5480,0.0966331307090644,SPP_B,Cluster 1
5481,0.476442089939842,SPP_B,Cluster 1
5482,0.315285889428874,SPP_B,Cluster 1
5483,0.415020104271756,SPP_B,Cluster 1
5484,-0.179675756424549,SPP_B,Cluster 1
5485,0.499399855643084,SPP_B,Cluster 1
5486,-0.00318786326250082,SPP_B,Cluster 1
5487,0.229257242578928,SPP_B,Cluster 1
5488,0.649576340136524,SPP_B,Cluster 1
5489,0.63415018050485,SPP_B,Cluster 1
5490,0.674100995436145,SPP_B,Cluster 1
5491,0.097891526440542,SPP_B,Cluster 1
5492,0.374157542390784,SPP_B,Cluster 1
5493,0.475374803910073,SPP_B,Cluster 1
5494,0.561259014602775,SPP_B,Cluster 1
5495,0.843825718335715,SPP_B,Cluster 1
5496,-0.0031364970040537,SPP_B,Cluster 1
5497,0.319088498969939,SPP_B,Cluster 1
5498,0.46036251814964,SPP_B,Cluster 1
5499,0.328907295943549,SPP_B,Cluster 1
5500,0.375586560042223,SPP_B,Cluster 1
5501,0.0444810014042505,SPP_B,Cluster 1
5502,0.633945094044724,SPP_B,Cluster 1
5503,0.507626835749259,SPP_B,Cluster 1
5504,0.721218713272734,SPP_B,Cluster 1
5505,0.0254421540973165,SPP_B,Cluster 1
5506,0.386481555198073,SPP_B,Cluster 1
5507,0.245988397327388,SPP_B,Cluster 1
5508,0.409825880661749,SPP_B,Cluster 1
5509,0.535355163088792,SPP_B,Cluster 1
5510,0.549070218056362,SPP_B,Cluster 1
5511,-0.11764071658633,SPP_B,Cluster 1
5512,0.204940041568219,SPP_B,Cluster 1
5513,0.53307474323859,SPP_B,Cluster 1
5514,0.652233276074991,SPP_B,Cluster 1
5515,0.499114925266447,SPP_B,Cluster 1
5516,0.310746002352409,SPP_B,Cluster 1
5517,0.358304979245988,SPP_B,Cluster 1
5518,0.490698198062184,SPP_B,Cluster 1
5519,0.727502759194555,SPP_B,Cluster 1
5520,0.334549491320438,SPP_B,Cluster 1
5521,0.539831023145709,SPP_B,Cluster 1
5522,0.471214942771673,SPP_B,Cluster 1
5523,0.619105766235866,SPP_B,Cluster 1
5524,0.545664721340532,SPP_B,Cluster 1
5525,0.620717851786521,SPP_B,Cluster 1
5526,0.279332670366822,SPP_B,Cluster 1
5527,0.0125448815166039,SPP_B,Cluster 1
5528,0.40046331139004,SPP_B,Cluster 1
