,values,Group,Cluster
7653,0.929297473705124,SPP_C7,Cluster 1
7654,0.877141071291683,SPP_C7,Cluster 1
7655,1.19581728624479,SPP_C7,Cluster 1
7656,0.69037757667203,SPP_C7,Cluster 1
7657,1.03670569367885,SPP_C7,Cluster 1
7658,0.948849077576782,SPP_C7,Cluster 1
7659,1.01356054562077,SPP_C7,Cluster 1
7660,1.07267235628266,SPP_C7,Cluster 1
7661,1.43302286331642,SPP_C7,Cluster 1
7662,1.08122968615203,SPP_C7,Cluster 1
7663,1.40016022963917,SPP_C7,Cluster 1
7664,1.09635230595774,SPP_C7,Cluster 1
7665,1.15711769070839,SPP_C7,Cluster 1
7666,1.03609953429168,SPP_C7,Cluster 1
7667,1.08849135253317,SPP_C7,Cluster 1
7668,0.982710019724878,SPP_C7,Cluster 1
7669,1.07560713914474,SPP_C7,Cluster 1
7670,0.989737747267756,SPP_C7,Cluster 1
7671,1.12663688129983,SPP_C7,Cluster 1
7672,1.20477012803783,SPP_C7,Cluster 1
7673,1.21192412514352,SPP_C7,Cluster 1
7674,1.14147242352199,SPP_C7,Cluster 1
7675,0.972621018871954,SPP_C7,Cluster 1
7676,1.06612930117986,SPP_C7,Cluster 1
7677,1.04704211618452,SPP_C7,Cluster 1
7678,0.423418998584564,SPP_C7,Cluster 1
7679,1.27865060279241,SPP_C7,Cluster 1
7680,1.21797882877156,SPP_C7,Cluster 1
7681,1.14827097272479,SPP_C7,Cluster 1
7682,1.53122269424407,SPP_C7,Cluster 1
7683,1.11416036614383,SPP_C7,Cluster 1
7684,1.2095225957543,SPP_C7,Cluster 1
7685,1.28947850291211,SPP_C7,Cluster 1
7686,1.04932842190241,SPP_C7,Cluster 1
7687,1.06462843465013,SPP_C7,Cluster 1
7688,1.22834037397536,SPP_C7,Cluster 1
7689,1.41206798249572,SPP_C7,Cluster 1
7690,0.983644677560842,SPP_C7,Cluster 1
7691,1.38627218285781,SPP_C7,Cluster 1
7692,1.18858795628579,SPP_C7,Cluster 1
7693,0.679841307246587,SPP_C7,Cluster 1
7694,0.791194172012877,SPP_C7,Cluster 1
7695,1.35203152846094,SPP_C7,Cluster 1
7696,1.24163931123966,SPP_C7,Cluster 1
7697,-0.123183311846443,SPP_C7,Cluster 1
7698,0.436181185415308,SPP_C7,Cluster 1
7699,0.970719469004255,SPP_C7,Cluster 1
7700,1.0204890813902,SPP_C7,Cluster 1
7701,0.958095766083137,SPP_C7,Cluster 1
7702,1.18942325646059,SPP_C7,Cluster 1
7703,0.671573879181045,SPP_C7,Cluster 1
7704,1.4239519351498,SPP_C7,Cluster 1
7705,0.772480057621858,SPP_C7,Cluster 1
7706,1.0712127673169,SPP_C7,Cluster 1
7707,1.50110417882813,SPP_C7,Cluster 1
7708,1.36939740404532,SPP_C7,Cluster 1
7709,0.984365802261734,SPP_C7,Cluster 1
7710,1.40523606522604,SPP_C7,Cluster 1
7711,1.20967037311363,SPP_C7,Cluster 1
7712,1.24943400782608,SPP_C7,Cluster 1
7713,1.08982319227403,SPP_C7,Cluster 1
7714,1.2482484865212,SPP_C7,Cluster 1
7715,0.470925979991985,SPP_C7,Cluster 1
7716,1.14211723103732,SPP_C7,Cluster 1
7717,0.204511622478023,SPP_C7,Cluster 1
7718,0.0366151078512905,SPP_C7,Cluster 1
7719,1.19743750898981,SPP_C7,Cluster 1
7720,1.07544187591449,SPP_C7,Cluster 1
7721,1.02619788086067,SPP_C7,Cluster 1
7722,1.18613366544747,SPP_C7,Cluster 1
7723,1.07412096971272,SPP_C7,Cluster 1
7724,0.943422079759708,SPP_C7,Cluster 1
7725,0.476226705311333,SPP_C7,Cluster 1
7726,0.754614020831882,SPP_C7,Cluster 1
7727,1.08685483468374,SPP_C7,Cluster 1
7728,1.11575636687047,SPP_C7,Cluster 1
7729,1.05883240609102,SPP_C7,Cluster 1
7730,0.687986117690707,SPP_C7,Cluster 1
7731,0.938350901888545,SPP_C7,Cluster 1
7732,1.32075030494934,SPP_C7,Cluster 1
7733,0.991713013950899,SPP_C7,Cluster 1
7734,1.16550155770205,SPP_C7,Cluster 1
7735,1.30331437301385,SPP_C7,Cluster 1
7736,1.36756551935695,SPP_C7,Cluster 1
7737,1.240699574728,SPP_C7,Cluster 1
7738,1.39615675659449,SPP_C7,Cluster 1
7739,1.20878112902224,SPP_C7,Cluster 1
7740,1.16188479376418,SPP_C7,Cluster 1
7741,0.935387737538998,SPP_C7,Cluster 1
7742,1.16875527045641,SPP_C7,Cluster 1
7743,1.31461909446172,SPP_C7,Cluster 1
7744,1.37044533887033,SPP_C7,Cluster 1
7745,0.978475601965312,SPP_C7,Cluster 1
7746,1.41805174182015,SPP_C7,Cluster 1
7747,1.28604621097121,SPP_C7,Cluster 1
7748,1.06245070275474,SPP_C7,Cluster 1
7749,1.27322891289974,SPP_C7,Cluster 1
7750,1.19937976640142,SPP_C7,Cluster 1
7751,0.97191320222635,SPP_C7,Cluster 1
7752,0.832524759125801,SPP_C7,Cluster 1
7753,1.34172292433385,SPP_C7,Cluster 1
7754,1.24191683522379,SPP_C7,Cluster 1
7755,1.05984741961956,SPP_C7,Cluster 1
7756,0.868388659730268,SPP_C7,Cluster 1
7757,0.640043902533635,SPP_C7,Cluster 1
7758,1.39665926235139,SPP_C7,Cluster 1
7759,1.31940170409628,SPP_C7,Cluster 1
7760,0.873640365654346,SPP_C7,Cluster 1
7761,1.24531956641908,SPP_C7,Cluster 1
7762,1.33618276192836,SPP_C7,Cluster 1
7763,1.34991009652078,SPP_C7,Cluster 1
7764,0.401869976912106,SPP_C7,Cluster 1
7765,1.38753266041593,SPP_C7,Cluster 1
7766,1.23456708496097,SPP_C7,Cluster 1
7767,1.36641610873218,SPP_C7,Cluster 1
7768,1.04810257941969,SPP_C7,Cluster 1
7769,0.962379746771453,SPP_C7,Cluster 1
7770,0.845368558038689,SPP_C7,Cluster 1
7771,1.09825975112884,SPP_C7,Cluster 1
7772,1.21927556156462,SPP_C7,Cluster 1
7773,1.14990689865428,SPP_C7,Cluster 1
7774,0.854515083030944,SPP_C7,Cluster 1
7775,1.08895003377173,SPP_C7,Cluster 1
7776,1.29345991178582,SPP_C7,Cluster 1
7777,1.05474637016578,SPP_C7,Cluster 1
7778,0.697393176441837,SPP_C7,Cluster 1
7779,1.11656132478541,SPP_C7,Cluster 1
7780,1.02707511808774,SPP_C7,Cluster 1
7781,0.864184744262288,SPP_C7,Cluster 1
7782,1.00763240754393,SPP_C7,Cluster 1
7783,1.08081570009771,SPP_C7,Cluster 1
7784,0.679227440788494,SPP_C7,Cluster 1
7785,1.29971640357655,SPP_C7,Cluster 1
7786,1.17591607738457,SPP_C7,Cluster 1
7787,-0.260379125598516,SPP_C7,Cluster 1
7788,0.643270288393507,SPP_C7,Cluster 1
7789,1.1267719518427,SPP_C7,Cluster 1
7790,0.724971212749695,SPP_C7,Cluster 1
7791,1.05986155080257,SPP_C7,Cluster 1
7792,1.27886037636068,SPP_C7,Cluster 1
7793,0.570705778899915,SPP_C7,Cluster 1
7794,1.22188263960867,SPP_C7,Cluster 1
7795,0.976082365174351,SPP_C7,Cluster 1
7796,0.914852115329423,SPP_C7,Cluster 1
7797,0.598901520172272,SPP_C7,Cluster 1
7798,0.81098632428992,SPP_C7,Cluster 1
7799,-0.0128588168729061,SPP_C7,Cluster 1
7800,1.15250786937389,SPP_C7,Cluster 1
7801,0.973029338427552,SPP_C7,Cluster 1
7802,0.551379200293077,SPP_C7,Cluster 1
7803,0.824052596391611,SPP_C7,Cluster 1
7804,0.858714275676255,SPP_C7,Cluster 1
7805,0.606370136079255,SPP_C7,Cluster 1
7806,-0.433910744653161,SPP_C7,Cluster 1
7807,1.17588247248036,SPP_C7,Cluster 1
7808,0.999308090513539,SPP_C7,Cluster 1
7809,1.28787873323778,SPP_C7,Cluster 1
7810,1.4275491503864,SPP_C7,Cluster 1
7811,1.24844450753795,SPP_C7,Cluster 1
7812,1.33730465739222,SPP_C7,Cluster 1
7813,1.07439222146386,SPP_C7,Cluster 1
7814,1.01837885597974,SPP_C7,Cluster 1
7815,1.23583437268589,SPP_C7,Cluster 1
7816,1.37151304319822,SPP_C7,Cluster 1
7817,1.07290995893185,SPP_C7,Cluster 1
7818,1.24894388316134,SPP_C7,Cluster 1
7819,0.79859489571989,SPP_C7,Cluster 1
7820,1.00841609974145,SPP_C7,Cluster 1
7821,1.23357345991197,SPP_C7,Cluster 1
7822,0.95403453614616,SPP_C7,Cluster 1
7823,1.14926556058741,SPP_C7,Cluster 1
7824,1.16739295564878,SPP_C7,Cluster 1
7825,1.04903222197897,SPP_C7,Cluster 1
7826,1.31987780934566,SPP_C7,Cluster 1
7827,0.520493786246577,SPP_C7,Cluster 1
7828,1.12358011106121,SPP_C7,Cluster 1
7829,1.30728768904253,SPP_C7,Cluster 1
7830,1.1597822072365,SPP_C7,Cluster 1
7831,1.13331737754566,SPP_C7,Cluster 1
7832,1.16076822667907,SPP_C7,Cluster 1
7833,1.46274201927586,SPP_C7,Cluster 1
7834,1.64342562807896,SPP_C7,Cluster 1
7835,1.21151688311263,SPP_C7,Cluster 1
7836,1.14003754468408,SPP_C7,Cluster 1
7837,1.06664490767798,SPP_C7,Cluster 1
7838,0.225864449832974,SPP_C7,Cluster 1
7839,0.821548700169508,SPP_C7,Cluster 1
7840,1.4047208038717,SPP_C7,Cluster 1
7841,1.0735695474939,SPP_C7,Cluster 1
7842,0.736738211264851,SPP_C7,Cluster 1
7843,1.04009580416066,SPP_C7,Cluster 1
7844,1.28462112123464,SPP_C7,Cluster 1
7845,1.15844320907689,SPP_C7,Cluster 1
7846,0.804930584413729,SPP_C7,Cluster 1
7847,1.07000734846903,SPP_C7,Cluster 1
7848,1.14744381268655,SPP_C7,Cluster 1
7849,0.907511698726544,SPP_C7,Cluster 1
7850,1.07749943855892,SPP_C7,Cluster 1
7851,0.964251850272055,SPP_C7,Cluster 1
7852,0.63128080811726,SPP_C7,Cluster 1
7853,0.998910528405485,SPP_C7,Cluster 1
7854,0.790150650462258,SPP_C7,Cluster 1
7855,1.16516201065803,SPP_C7,Cluster 1
7856,0.913213057811011,SPP_C7,Cluster 1
7857,1.00048612981709,SPP_C7,Cluster 1
7858,0.0745596649307721,SPP_C7,Cluster 1
7859,0.344554327365521,SPP_C7,Cluster 1
7860,0.882273796305099,SPP_C7,Cluster 1
7861,1.2487140112427,SPP_C7,Cluster 1
7862,0.671405426929568,SPP_C7,Cluster 1
7863,1.56432687626967,SPP_C7,Cluster 1
7864,1.08981369953781,SPP_C7,Cluster 1
7865,0.571927421148346,SPP_C7,Cluster 1
7866,1.46065794251286,SPP_C7,Cluster 1
7867,1.38916469577336,SPP_C7,Cluster 1
7868,1.05726057934276,SPP_C7,Cluster 1
7869,1.16625743875074,SPP_C7,Cluster 1
7870,1.12960977963444,SPP_C7,Cluster 1
7871,0.365079856459568,SPP_C7,Cluster 1
7872,0.939488244301657,SPP_C7,Cluster 1
7873,1.18959450421152,SPP_C7,Cluster 1
7874,1.08198923937492,SPP_C7,Cluster 1
7875,1.06550263832709,SPP_C7,Cluster 1
7876,1.19980960027274,SPP_C7,Cluster 1
7877,1.23388116146446,SPP_C7,Cluster 1
7878,1.33347869295248,SPP_C7,Cluster 1
7879,1.28476107925586,SPP_C7,Cluster 1
7880,1.09891959174143,SPP_C7,Cluster 1
7881,1.0725712465777,SPP_C7,Cluster 1
7882,1.37633925577985,SPP_C7,Cluster 1
7883,0.701008475983992,SPP_C7,Cluster 1
7884,0.93751235038837,SPP_C7,Cluster 1
7885,1.18978058678747,SPP_C7,Cluster 1
7886,1.03961030488712,SPP_C7,Cluster 1
7887,0.872487459954945,SPP_C7,Cluster 1
7888,0.926687582183219,SPP_C7,Cluster 1
7889,1.02226980355482,SPP_C7,Cluster 1
7890,0.985548896007122,SPP_C7,Cluster 1
7891,0.998395245907621,SPP_C7,Cluster 1
7892,1.01408675724488,SPP_C7,Cluster 1
7893,1.05397847804487,SPP_C7,Cluster 1
7894,1.02728024728016,SPP_C7,Cluster 1
7895,1.10776232806505,SPP_C7,Cluster 1
7896,0.954880124682161,SPP_C7,Cluster 1
7897,0.40946371389944,SPP_C7,Cluster 1
7898,1.11623693871942,SPP_C7,Cluster 1
7899,1.15432808869443,SPP_C7,Cluster 1
7900,1.14744585710278,SPP_C7,Cluster 1
7901,1.05196727608356,SPP_C7,Cluster 1
7902,1.23738585192617,SPP_C7,Cluster 1
7903,0.885367057946552,SPP_C7,Cluster 1
7904,1.20197236838973,SPP_C7,Cluster 1
7905,1.12979512118234,SPP_C7,Cluster 1
7906,1.15110736151578,SPP_C7,Cluster 1
7907,1.20995740196714,SPP_C7,Cluster 1
7908,1.17801411815513,SPP_C7,Cluster 1
7909,1.1928655807289,SPP_C7,Cluster 1
7910,1.39724541386338,SPP_C7,Cluster 1
7911,1.21170673910221,SPP_C7,Cluster 1
7912,1.26028469744226,SPP_C7,Cluster 1
7913,0.929403339068701,SPP_C7,Cluster 1
7914,0.835831656504655,SPP_C7,Cluster 1
7915,0.769898284092965,SPP_C7,Cluster 1
7916,0.954674991322089,SPP_C7,Cluster 1
7917,0.750839595967433,SPP_C7,Cluster 1
7918,1.03148107368341,SPP_C7,Cluster 1
7919,0.796376715523778,SPP_C7,Cluster 1
7920,1.3778719886865,SPP_C7,Cluster 1
7921,0.975776412637574,SPP_C7,Cluster 1
7922,0.524943380345227,SPP_C7,Cluster 1
7923,1.14092479422684,SPP_C7,Cluster 1
7924,0.823860523389133,SPP_C7,Cluster 1
7925,0.989076413980235,SPP_C7,Cluster 1
7926,0.997861553541881,SPP_C7,Cluster 1
7927,0.602293571674435,SPP_C7,Cluster 1
7928,0.759235541550599,SPP_C7,Cluster 1
7929,0.671173816206548,SPP_C7,Cluster 1
7930,0.96517037847364,SPP_C7,Cluster 1
7931,1.20962184832556,SPP_C7,Cluster 1
7932,0.736904903812297,SPP_C7,Cluster 1
7933,0.679446329005408,SPP_C7,Cluster 1
7934,0.328226150200725,SPP_C7,Cluster 1
7935,0.327828720207101,SPP_C7,Cluster 1
7936,0.437423800819509,SPP_C7,Cluster 1
7937,1.64430666522488,SPP_C7,Cluster 1
7938,1.13325364595932,SPP_C7,Cluster 1
7939,1.12690724285372,SPP_C7,Cluster 1
7940,1.00529431843659,SPP_C7,Cluster 1
7941,1.04565458157638,SPP_C7,Cluster 1
7942,1.11782633701962,SPP_C7,Cluster 1
7943,1.1078047398856,SPP_C7,Cluster 1
7944,0.877404584132621,SPP_C7,Cluster 1
7945,1.09901689989282,SPP_C7,Cluster 1
7946,0.757986549287985,SPP_C7,Cluster 1
7947,0.341756944590158,SPP_C7,Cluster 1
7948,1.28071942875084,SPP_C7,Cluster 1
7949,1.08402612993301,SPP_C7,Cluster 1
7950,1.16549312236544,SPP_C7,Cluster 1
7951,0.970581233498115,SPP_C7,Cluster 1
7952,1.08990175191643,SPP_C7,Cluster 1
7953,1.0677182532941,SPP_C7,Cluster 1
7954,0.960573156971741,SPP_C7,Cluster 1
7955,1.07533465347307,SPP_C7,Cluster 1
7956,0.916591827803814,SPP_C7,Cluster 1
7957,1.24177928102408,SPP_C7,Cluster 1
7958,1.56470276339091,SPP_C7,Cluster 1
7959,1.28070946886613,SPP_C7,Cluster 1
7960,-0.095538985099377,SPP_C7,Cluster 1
7961,0.514298399541345,SPP_C7,Cluster 1
7962,1.35496163654931,SPP_C7,Cluster 1
7963,1.36923489473356,SPP_C7,Cluster 1
7964,1.22361442502166,SPP_C7,Cluster 1
7965,1.05416095754383,SPP_C7,Cluster 1
7966,1.38019296777688,SPP_C7,Cluster 1
7967,1.34785866005196,SPP_C7,Cluster 1
7968,1.42517971366443,SPP_C7,Cluster 1
7969,1.26730917406174,SPP_C7,Cluster 1
7970,1.50038749677478,SPP_C7,Cluster 1
7971,1.03776510253157,SPP_C7,Cluster 1
7972,1.16040782438804,SPP_C7,Cluster 1
7973,1.31110284409756,SPP_C7,Cluster 1
7974,1.38710247861003,SPP_C7,Cluster 1
7975,1.58285417977986,SPP_C7,Cluster 1
7976,1.03842865739869,SPP_C7,Cluster 1
7977,0.93528895848119,SPP_C7,Cluster 1
7978,0.980588707400654,SPP_C7,Cluster 1
7979,1.07189862819197,SPP_C7,Cluster 1
7980,1.20466233613702,SPP_C7,Cluster 1
7981,0.947076681438467,SPP_C7,Cluster 1
7982,0.925771341317929,SPP_C7,Cluster 1
7983,1.06843115315998,SPP_C7,Cluster 1
7984,0.729444765156098,SPP_C7,Cluster 1
7985,0.976393894025,SPP_C7,Cluster 1
7986,1.10703124835479,SPP_C7,Cluster 1
7987,0.363413806815238,SPP_C7,Cluster 1
7988,0.415477487125135,SPP_C7,Cluster 1
7989,0.246697238181539,SPP_C7,Cluster 1
7990,1.05046034566205,SPP_C7,Cluster 1
7991,1.22840014247621,SPP_C7,Cluster 1
7992,1.00316496581316,SPP_C7,Cluster 1
7993,0.882716951771208,SPP_C7,Cluster 1
7994,0.473621379957209,SPP_C7,Cluster 1
7995,1.01847402629089,SPP_C7,Cluster 1
7996,1.10156188145693,SPP_C7,Cluster 1
7997,1.09450859348992,SPP_C7,Cluster 1
7998,-0.131839813864956,SPP_C7,Cluster 1
7999,1.05071028194481,SPP_C7,Cluster 1
8000,0.81715670073149,SPP_C7,Cluster 1
8001,0.206448538174315,SPP_C7,Cluster 1
8002,0.676142796844876,SPP_C7,Cluster 1
8003,1.2514349490617,SPP_C7,Cluster 1
8004,1.35946990986888,SPP_C7,Cluster 1
8005,0.239788853735652,SPP_C7,Cluster 1
8006,0.453589271703554,SPP_C7,Cluster 1
8007,1.28968793067937,SPP_C7,Cluster 1
8008,1.49909074032353,SPP_C7,Cluster 1
8009,1.23960363504627,SPP_C7,Cluster 1
8010,1.27049083957166,SPP_C7,Cluster 1
8011,1.09115319399237,SPP_C7,Cluster 1
8012,0.523814263468186,SPP_C7,Cluster 1
8013,1.06470764773225,SPP_C7,Cluster 1
8014,1.31940071507332,SPP_C7,Cluster 1
8015,1.08431624277541,SPP_C7,Cluster 1
8016,1.24306823676826,SPP_C7,Cluster 1
8017,0.729495242818823,SPP_C7,Cluster 1
8018,1.40265054353961,SPP_C7,Cluster 1
8019,1.34531328069369,SPP_C7,Cluster 1
8020,1.5907348848146,SPP_C7,Cluster 1
8021,0.631611146146943,SPP_C7,Cluster 1
8022,0.815416528298142,SPP_C7,Cluster 1
8023,0.45905640797273,SPP_C7,Cluster 1
8024,1.24043974380417,SPP_C7,Cluster 1
8025,1.08028349667541,SPP_C7,Cluster 1
8026,0.696264577461155,SPP_C7,Cluster 1
8027,1.16822828115823,SPP_C7,Cluster 1
8028,0.863518192123257,SPP_C7,Cluster 1
8029,1.23538100763567,SPP_C7,Cluster 1
8030,0.790666287700346,SPP_C7,Cluster 1
8031,0.97741026175337,SPP_C7,Cluster 1
8032,0.931321658999146,SPP_C7,Cluster 1
8033,1.08251372302875,SPP_C7,Cluster 1
8034,1.18218094759909,SPP_C7,Cluster 1
8035,1.10100560487748,SPP_C7,Cluster 1
8036,0.980552017830944,SPP_C7,Cluster 1
8037,1.07442118413945,SPP_C7,Cluster 1
8038,1.00999513486413,SPP_C7,Cluster 1
8039,1.12328415379447,SPP_C7,Cluster 1
8040,1.00704975569149,SPP_C7,Cluster 1
8041,1.38637981339148,SPP_C7,Cluster 1
8042,1.14527320945497,SPP_C7,Cluster 1
8043,0.872139491716373,SPP_C7,Cluster 1
8044,1.25220901596484,SPP_C7,Cluster 1
8045,1.19435638574332,SPP_C7,Cluster 1
8046,1.18101672276201,SPP_C7,Cluster 1
8047,1.03837754100679,SPP_C7,Cluster 1
8048,1.12993609675445,SPP_C7,Cluster 1
8049,0.899674201856448,SPP_C7,Cluster 1
8050,0.533985154665323,SPP_C7,Cluster 1
8051,0.968842371651327,SPP_C7,Cluster 1
8052,0.954053598724188,SPP_C7,Cluster 1
8053,0.935417478423728,SPP_C7,Cluster 1
8054,0.693096923152576,SPP_C7,Cluster 1
8055,0.651290921528662,SPP_C7,Cluster 1
8056,0.308463032583792,SPP_C7,Cluster 1
8057,1.02471100833597,SPP_C7,Cluster 1
8058,0.901951206907709,SPP_C7,Cluster 1
8059,0.82960193210669,SPP_C7,Cluster 1
8060,0.0281039772802927,SPP_C7,Cluster 1
8061,1.10352486179691,SPP_C7,Cluster 1
8062,1.21794237413713,SPP_C7,Cluster 1
8063,1.18149423541755,SPP_C7,Cluster 1
8064,0.804034374494042,SPP_C7,Cluster 1
8065,1.28714774180865,SPP_C7,Cluster 1
8066,0.705338994921436,SPP_C7,Cluster 1
8067,1.14601583503991,SPP_C7,Cluster 1
8068,1.30158937974809,SPP_C7,Cluster 1
8069,1.45554503850617,SPP_C7,Cluster 1
8070,1.52537599260304,SPP_C7,Cluster 1
8071,0.592675502449915,SPP_C7,Cluster 1
8072,0.918776779565347,SPP_C7,Cluster 1
8073,-0.424703663596313,SPP_C7,Cluster 1
8074,1.26002785987258,SPP_C7,Cluster 1
8075,0.587956177041424,SPP_C7,Cluster 1
8076,1.34577347285862,SPP_C7,Cluster 1
8077,1.47665719414661,SPP_C7,Cluster 1
8078,0.952207339005594,SPP_C7,Cluster 1
8079,1.27491799057312,SPP_C7,Cluster 1
8080,1.3333238851849,SPP_C7,Cluster 1
8081,-0.719269674914365,SPP_C7,Cluster 1
8082,0.91034835759513,SPP_C7,Cluster 1
8083,1.19566892937793,SPP_C7,Cluster 1
8084,1.03069515941928,SPP_C7,Cluster 1
8085,1.06843665879355,SPP_C7,Cluster 1
8086,1.11449982832848,SPP_C7,Cluster 1
8087,0.849908871974575,SPP_C7,Cluster 1
8088,1.0424433785343,SPP_C7,Cluster 1
8089,1.03924877143562,SPP_C7,Cluster 1
8090,1.07102365877049,SPP_C7,Cluster 1
8091,0.998001975085511,SPP_C7,Cluster 1
8092,0.900976865659701,SPP_C7,Cluster 1
8093,0.981473520513882,SPP_C7,Cluster 1
8094,1.40816462643779,SPP_C7,Cluster 1
8095,1.16273505273684,SPP_C7,Cluster 1
8096,1.17735611655814,SPP_C7,Cluster 1
8097,0.960643265264392,SPP_C7,Cluster 1
8098,1.18681208668082,SPP_C7,Cluster 1
8099,1.42494353520545,SPP_C7,Cluster 1
8100,1.37245294935193,SPP_C7,Cluster 1
8101,1.33029054866981,SPP_C7,Cluster 1
8102,1.5307717171357,SPP_C7,Cluster 1
8103,1.11850122828501,SPP_C7,Cluster 1
8104,1.58518575831962,SPP_C7,Cluster 1
8105,1.34053792079958,SPP_C7,Cluster 1
8106,1.28240263055233,SPP_C7,Cluster 1
8107,1.37120525318768,SPP_C7,Cluster 1
8108,1.04018724662662,SPP_C7,Cluster 1
8109,1.39626272308105,SPP_C7,Cluster 1
8110,0.943765387064171,SPP_C7,Cluster 1
8111,1.15490083811684,SPP_C7,Cluster 1
8112,1.40691938529374,SPP_C7,Cluster 1
8113,1.2507074706222,SPP_C7,Cluster 1
8114,1.08612448690473,SPP_C7,Cluster 1
8115,1.31964012832791,SPP_C7,Cluster 1
8116,0.998740930279866,SPP_C7,Cluster 1
8117,1.0934113782603,SPP_C7,Cluster 1
8118,1.25823949505359,SPP_C7,Cluster 1
8119,1.34591404153524,SPP_C7,Cluster 1
8120,1.30364141111029,SPP_C7,Cluster 1
8121,1.53794235164664,SPP_C7,Cluster 1
8122,1.25868935005695,SPP_C7,Cluster 1
8123,1.11780170669814,SPP_C7,Cluster 1
8124,1.04737301735056,SPP_C7,Cluster 1
8125,0.785998659630326,SPP_C7,Cluster 1
8126,0.997278258877406,SPP_C7,Cluster 1
8127,1.02517138852156,SPP_C7,Cluster 1
8128,1.1141340340648,Naive,Cluster 2
8129,0.663809768465835,Naive,Cluster 2
8130,1.11862973420928,Naive,Cluster 2
8131,0.603330782055994,Naive,Cluster 2
8132,0.554561996249273,Naive,Cluster 2
8133,0.793618996947555,Naive,Cluster 2
8134,0.802346260452569,Naive,Cluster 2
8135,0.587957266337507,Naive,Cluster 2
8136,0.366360966987269,Naive,Cluster 2
8137,0.978311207957022,Naive,Cluster 2
8138,0.924274209614496,Naive,Cluster 2
8139,1.10479595170378,Naive,Cluster 2
8140,1.08347779260133,Naive,Cluster 2
8141,0.889789732765388,Naive,Cluster 2
8142,0.87006454793469,Naive,Cluster 2
8143,0.99110905674153,Naive,Cluster 2
8144,0.95758799236991,Naive,Cluster 2
8145,0.813221749164189,Naive,Cluster 2
8146,0.926821807930742,Naive,Cluster 2
8147,1.18461567674964,Naive,Cluster 2
8148,0.968748815446349,Naive,Cluster 2
8149,0.763181066010599,Naive,Cluster 2
8150,0.0228555561486508,Naive,Cluster 2
8151,1.46098106765591,Naive,Cluster 2
8152,0.495012571698378,Naive,Cluster 2
8153,1.31798000051098,Naive,Cluster 2
8154,1.12685165671261,Naive,Cluster 2
8155,1.26461204996907,Naive,Cluster 2
8156,0.874874916682044,Naive,Cluster 2
8157,0.981688182265791,Naive,Cluster 2
8158,1.00321630530962,Naive,Cluster 2
8159,1.14816032792459,Naive,Cluster 2
8160,1.2727903483591,Naive,Cluster 2
8161,1.19850342053629,Naive,Cluster 2
8162,0.735050488990114,Naive,Cluster 2
8163,1.02261006945264,Naive,Cluster 2
8164,1.09250334122776,Naive,Cluster 2
8165,1.0904745191468,Naive,Cluster 2
8166,0.656831393287351,Naive,Cluster 2
8167,0.748366338283617,Naive,Cluster 2
8168,1.04352200721398,Naive,Cluster 2
8169,0.911365260423185,Naive,Cluster 2
8170,1.46835481538298,Naive,Cluster 2
8171,0.551316505594872,Naive,Cluster 2
8172,-0.335320479966569,Naive,Cluster 2
8173,0.479706914465536,Naive,Cluster 2
8174,0.779095621540774,Naive,Cluster 2
8175,0.811636623898696,Naive,Cluster 2
8176,0.684133228921776,Naive,Cluster 2
8177,1.01142228047374,Naive,Cluster 2
8178,0.580592630026232,Naive,Cluster 2
8179,1.00845585974834,Naive,Cluster 2
8180,1.52842265387239,Naive,Cluster 2
8181,0.80813577123215,Naive,Cluster 2
8182,1.47378436195659,Naive,Cluster 2
8183,1.41286622073116,Naive,Cluster 2
8184,1.33245525158971,Naive,Cluster 2
8185,1.33842625689759,Naive,Cluster 2
8186,0.964430034915795,Naive,Cluster 2
8187,1.35129791987141,Naive,Cluster 2
8188,0.745564522371844,Naive,Cluster 2
8189,0.728380761947823,Naive,Cluster 2
8190,0.628779171686138,Naive,Cluster 2
8191,0.8141559299093,Naive,Cluster 2
8192,0.785031293877301,Naive,Cluster 2
8193,1.37793123323911,Naive,Cluster 2
8194,1.02614794145249,Naive,Cluster 2
8195,1.05758317856311,Naive,Cluster 2
8196,0.984260800218827,Naive,Cluster 2
8197,0.897546445733235,Naive,Cluster 2
8198,0.907862339222551,Naive,Cluster 2
8199,1.02810946843908,Naive,Cluster 2
8200,1.15977057318575,Naive,Cluster 2
8201,1.12198090773157,Naive,Cluster 2
8202,1.33715424617086,Naive,Cluster 2
8203,1.30643228817318,Naive,Cluster 2
8204,1.27095658974328,Naive,Cluster 2
8205,0.698966211613608,Naive,Cluster 2
8206,0.859604074993735,Naive,Cluster 2
8207,0.92842355085775,Naive,Cluster 2
8208,1.4365827678626,Naive,Cluster 2
8209,1.34445038656608,Naive,Cluster 2
8210,1.34329702701485,Naive,Cluster 2
8211,1.14412086734904,Naive,Cluster 2
8212,0.712245802073128,Naive,Cluster 2
8213,1.35923482442159,Naive,Cluster 2
8214,0.399575501105653,Naive,Cluster 2
8215,0.800313256572577,Naive,Cluster 2
8216,1.37675883178796,Naive,Cluster 2
8217,1.51992087155197,Naive,Cluster 2
8218,0.918998106675099,Naive,Cluster 2
8219,0.964625698419202,Naive,Cluster 2
8220,1.27456902765907,Naive,Cluster 2
8221,0.791670859761083,Naive,Cluster 2
8222,0.912820131816276,Naive,Cluster 2
