_MEMBER_Geneid,_LogP_Geneid,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-2.9,PGB:00261,M1,1,0,PaGenBase,36,Cell-specific: dendritic plasmacytoid B220+,,-2.9,14,5.9,20504,37,122,3,2.5,1.4,16619|67484|93843,Klk1b27|Eepd1|Pnck,-0.37,0
1,-2.4,PGB:00210,M1,1,0,PaGenBase,36,Cell-specific: mast cells,,-2.4,4,3.7,20504,253,122,6,4.9,2,12984|13070|17228|54672|71729|74603,Csf2rb2|Cyp11a1|Cma1|Adgrg3|Rgs12|Cd200r3,-0.12,0
