Gene,_SCORE_GRP3_,_SCORE_GRP2_,_SCORE_GRP5_,_SCORE_GRP10_,_SCORE_GRP13_,_SCORE_GRP20_,_SCORE_GRP9_,_SCORE_GRP11_,_SCORE_GRP18_,_SCORE_GRP1_,_SCORE_GRP16_,_SCORE_GRP6_,_SCORE_GRP4_,_SCORE_GRP12_,_SCORE_GRP19_,_SCORE_GRP7_,_SCORE_GRP15_,_SCORE_GRP8_,_SCORE_GRP17_,_SCORE_GRP14_,GRP1|19_GO:0008285|-5.171|negative regulation of cell population proliferation,GRP1|19_GO:0030155|-15.666|regulation of cell adhesion,GRP1|19_GO:0045785|-10.623|positive regulation of cell adhesion,GRP1|19_GO:0050865|-15.717|regulation of cell activation,GRP1|19_GO:0002694|-14.430|regulation of leukocyte activation,GRP1|19_GO:0051249|-13.712|regulation of lymphocyte activation,GRP1|19_GO:0042110|-14.147|T cell activation,GRP1|19_GO:0022407|-11.032|regulation of cell-cell adhesion,GRP1|19_GO:0050863|-10.551|regulation of T cell activation,GRP1|19_GO:0007159|-9.602|leukocyte cell-cell adhesion,GRP1|19_GO:1903037|-9.492|regulation of leukocyte cell-cell adhesion,GRP1|19_GO:0070661|-11.365|leukocyte proliferation,GRP1|19_GO:0032943|-11.481|mononuclear cell proliferation,GRP1|19_GO:0046651|-11.621|lymphocyte proliferation,GRP1|19_GO:0032944|-11.989|regulation of mononuclear cell proliferation,GRP1|19_GO:0050670|-12.166|regulation of lymphocyte proliferation,GRP1|19_GO:0070663|-11.315|regulation of leukocyte proliferation,GRP1|19_GO:0042098|-10.623|T cell proliferation,GRP1|19_GO:0042129|-9.168|regulation of T cell proliferation,GRP1|19_GO:0050867|-6.348|positive regulation of cell activation,GRP1|19_GO:0002696|-5.653|positive regulation of leukocyte activation,GRP1|19_GO:0051251|-5.834|positive regulation of lymphocyte activation,GRP1|19_GO:0022409|-6.346|positive regulation of cell-cell adhesion,GRP1|19_GO:1903039|-6.418|positive regulation of leukocyte cell-cell adhesion,GRP1|19_GO:0050870|-5.211|positive regulation of T cell activation,GRP1|19_GO:0032946|-6.133|positive regulation of mononuclear cell proliferation,GRP1|19_GO:0050671|-6.211|positive regulation of lymphocyte proliferation,GRP1|19_GO:0070665|-5.693|positive regulation of leukocyte proliferation,GRP1|19_GO:0042102|-5.522|positive regulation of T cell proliferation,GRP1|19_GO:0002683|-11.583|negative regulation of immune system process,GRP1|19_GO:0007162|-8.225|negative regulation of cell adhesion,GRP1|19_GO:0050866|-9.808|negative regulation of cell activation,GRP1|19_GO:0002695|-10.004|negative regulation of leukocyte activation,GRP1|19_GO:0051250|-9.043|negative regulation of lymphocyte activation,GRP1|19_GO:0022408|-6.809|negative regulation of cell-cell adhesion,GRP1|19_GO:1903038|-6.133|negative regulation of leukocyte cell-cell adhesion,GRP1|19_GO:0050868|-6.709|negative regulation of T cell activation,GRP1|19_GO:0032945|-5.215|negative regulation of mononuclear cell proliferation,GRP1|19_GO:0050672|-5.261|negative regulation of lymphocyte proliferation,GRP1|19_GO:0070664|-4.994|negative regulation of leukocyte proliferation,GRP1|19_GO:0042130|-4.420|negative regulation of T cell proliferation,GRP2|19_GO:0006954|-13.497|inflammatory response,GRP2|19_GO:0031347|-13.411|regulation of defense response,GRP2|19_GO:0050727|-11.241|regulation of inflammatory response,GRP2|19_GO:0032102|-3.247|negative regulation of response to external stimulus,GRP2|19_GO:0031348|-3.619|negative regulation of defense response,GRP2|19_GO:0050728|-6.211|negative regulation of inflammatory response,GRP3|19_GO:0001817|-11.016|regulation of cytokine production,GRP3|19_GO:0001819|-6.608|positive regulation of cytokine production,GRP3|19_GO:0032103|-11.908|positive regulation of response to external stimulus,GRP3|19_GO:0031349|-10.844|positive regulation of defense response,GRP3|19_GO:0050729|-5.086|positive regulation of inflammatory response,GRP4|19_GO:0002521|-10.797|leukocyte differentiation,GRP4|19_GO:1903131|-7.831|mononuclear cell differentiation,GRP4|19_GO:0030098|-7.788|lymphocyte differentiation,GRP4|19_GO:1903706|-7.654|regulation of hemopoiesis,GRP4|19_GO:1902105|-8.488|regulation of leukocyte differentiation,GRP4|19_GO:1903708|-4.737|positive regulation of hemopoiesis,GRP4|19_GO:1902107|-4.737|positive regulation of leukocyte differentiation,GRP4|19_GO:0045621|-2.300|positive regulation of lymphocyte differentiation,GRP4|19_GO:0030217|-4.369|T cell differentiation,GRP4|19_GO:0045619|-5.603|regulation of lymphocyte differentiation,GRP4|19_GO:1903707|-5.224|negative regulation of hemopoiesis,GRP4|19_GO:1902106|-5.306|negative regulation of leukocyte differentiation,GRP4|19_GO:0045580|-3.458|regulation of T cell differentiation,GRP4|19_GO:0045066|-6.788|regulatory T cell differentiation,GRP4|19_GO:0045589|-6.049|regulation of regulatory T cell differentiation,GRP4|19_GO:0045620|-3.435|negative regulation of lymphocyte differentiation,GRP4|19_GO:0045581|-2.256|negative regulation of T cell differentiation,GRP4|19_GO:0045590|-5.119|negative regulation of regulatory T cell differentiation,GRP5|24_mmu04060|-8.255|Cytokine-cytokine receptor interaction,GRP5|24_ko04060|-8.418|Cytokine-cytokine receptor interaction,GRP5|6_R-MMU-1280215|-3.939|Cytokine Signaling in Immune system,GRP6|19_GO:0002250|-5.072|adaptive immune response,GRP6|19_GO:0002831|-8.093|regulation of response to biotic stimulus,GRP6|19_GO:0002697|-7.638|regulation of immune effector process,GRP6|19_GO:0002699|-6.144|positive regulation of immune effector process,GRP6|19_GO:0002443|-3.452|leukocyte mediated immunity,GRP6|19_GO:0002449|-3.781|lymphocyte mediated immunity,GRP6|19_GO:0002703|-6.095|regulation of leukocyte mediated immunity,GRP6|19_GO:0002706|-6.185|regulation of lymphocyte mediated immunity,GRP6|19_GO:0002705|-4.877|positive regulation of leukocyte mediated immunity,GRP6|19_GO:0002708|-5.659|positive regulation of lymphocyte mediated immunity,GRP6|19_GO:0045088|-5.807|regulation of innate immune response,GRP6|19_GO:0002833|-5.845|positive regulation of response to biotic stimulus,GRP6|19_GO:0045089|-6.709|positive regulation of innate immune response,GRP6|19_GO:0001906|-3.662|cell killing,GRP6|19_GO:0002228|-5.655|natural killer cell mediated immunity,GRP6|19_GO:0042267|-5.814|natural killer cell mediated cytotoxicity,GRP6|19_GO:0001909|-2.905|leukocyte mediated cytotoxicity,GRP6|19_GO:0031341|-2.997|regulation of cell killing,GRP6|19_GO:0031343|-4.156|positive regulation of cell killing,GRP6|19_GO:0002717|-7.217|positive regulation of natural killer cell mediated immunity,GRP6|19_GO:0045954|-7.454|positive regulation of natural killer cell mediated cytotoxicity,GRP6|19_GO:0042269|-5.480|regulation of natural killer cell mediated cytotoxicity,GRP6|19_GO:0002715|-5.286|regulation of natural killer cell mediated immunity,GRP6|19_GO:0001912|-3.833|positive regulation of leukocyte mediated cytotoxicity,GRP6|19_GO:0001910|-2.876|regulation of leukocyte mediated cytotoxicity,GRP7|19_GO:0040017|-7.471|positive regulation of locomotion,GRP7|19_GO:0051272|-7.004|positive regulation of cellular component movement,GRP7|19_GO:2000147|-6.823|positive regulation of cell motility,GRP7|19_GO:0030335|-7.292|positive regulation of cell migration,GRP7|19_GO:0042330|-5.422|taxis,GRP7|19_GO:0006935|-5.072|chemotaxis,GRP7|19_GO:0050900|-6.608|leukocyte migration,GRP7|19_GO:0060326|-5.740|cell chemotaxis,GRP7|19_GO:0030595|-4.350|leukocyte chemotaxis,GRP7|19_GO:0097529|-2.814|myeloid leukocyte migration,GRP7|19_GO:0097530|-3.146|granulocyte migration,GRP7|19_GO:1990266|-3.275|neutrophil migration,GRP7|19_GO:0071621|-3.302|granulocyte chemotaxis,GRP7|19_GO:0030593|-3.385|neutrophil chemotaxis,GRP7|19_GO:0050920|-4.282|regulation of chemotaxis,GRP7|19_GO:0050921|-5.201|positive regulation of chemotaxis,GRP7|19_GO:0002685|-4.443|regulation of leukocyte migration,GRP7|19_GO:0071675|-5.703|regulation of mononuclear cell migration,GRP7|19_GO:0002687|-4.467|positive regulation of leukocyte migration,GRP7|19_GO:0071677|-5.601|positive regulation of mononuclear cell migration,GRP7|19_GO:0071674|-6.267|mononuclear cell migration,GRP7|19_GO:0072676|-7.031|lymphocyte migration,GRP7|19_GO:0072678|-7.981|T cell migration,GRP7|19_GO:2000401|-5.975|regulation of lymphocyte migration,GRP7|19_GO:2000404|-7.231|regulation of T cell migration,GRP7|19_GO:0002688|-2.195|regulation of leukocyte chemotaxis,GRP7|19_GO:0002690|-2.848|positive regulation of leukocyte chemotaxis,GRP7|19_GO:2000403|-4.708|positive regulation of lymphocyte migration,GRP7|19_GO:2000406|-5.123|positive regulation of T cell migration,GRP7|19_GO:0048247|-3.718|lymphocyte chemotaxis,GRP7|19_GO:0010818|-3.824|T cell chemotaxis,GRP7|19_GO:0010819|-3.362|regulation of T cell chemotaxis,GRP7|19_GO:0010820|-3.589|positive regulation of T cell chemotaxis,GRP7|19_GO:0140131|-3.261|positive regulation of lymphocyte chemotaxis,GRP7|19_GO:1901623|-2.765|regulation of lymphocyte chemotaxis,GRP8|19_GO:0019932|-7.647|second-messenger-mediated signaling,GRP8|19_GO:0019722|-4.473|calcium-mediated signaling,GRP8|19_GO:0048016|-2.858|inositol phosphate-mediated signaling,GRP8|19_GO:0097720|-2.221|calcineurin-mediated signaling,GRP8|19_GO:0033173|-2.367|calcineurin-NFAT signaling cascade,GRP9|19_GO:0044057|-7.421|regulation of system process,GRP9|19_GO:0003013|-6.548|circulatory system process,GRP9|19_GO:0008015|-6.117|blood circulation,GRP9|19_GO:1903522|-4.583|regulation of blood circulation,GRP9|19_GO:0003015|-2.493|heart process,GRP9|19_GO:0060047|-2.197|heart contraction,GRP9|19_GO:0008016|-2.366|regulation of heart contraction,GRP9|19_GO:0008217|-2.483|regulation of blood pressure,GRP9|19_GO:0003018|-5.956|vascular process in circulatory system,GRP9|19_GO:0097746|-3.969|blood vessel diameter maintenance,GRP9|19_GO:0035296|-3.969|regulation of tube diameter,GRP9|19_GO:0035150|-3.944|regulation of tube size,GRP9|19_GO:0042310|-3.174|vasoconstriction,GRP9|19_GO:0019229|-3.221|regulation of vasoconstriction,GRP9|19_GO:0014829|-2.570|vascular associated smooth muscle contraction,GRP10|19_GO:0043086|-3.690|negative regulation of catalytic activity,GRP10|19_GO:0031400|-5.680|negative regulation of protein modification process,GRP10|19_GO:0045936|-7.026|negative regulation of phosphate metabolic process,GRP10|19_GO:0010563|-7.026|negative regulation of phosphorus metabolic process,GRP10|19_GO:0042326|-6.090|negative regulation of phosphorylation,GRP10|19_GO:0001933|-6.574|negative regulation of protein phosphorylation,GRP10|19_GO:1902532|-2.118|negative regulation of intracellular signal transduction,GRP10|19_GO:0043549|-3.018|regulation of kinase activity,GRP10|19_GO:0045859|-3.805|regulation of protein kinase activity,GRP10|19_GO:0071900|-3.105|regulation of protein serine/threonine kinase activity,GRP10|19_GO:0043405|-3.870|regulation of MAP kinase activity,GRP10|19_GO:0033673|-4.350|negative regulation of kinase activity,GRP10|19_GO:0006469|-4.920|negative regulation of protein kinase activity,GRP10|19_GO:0051348|-3.662|negative regulation of transferase activity,GRP10|19_GO:0043409|-2.502|negative regulation of MAPK cascade,GRP10|19_GO:0071901|-3.874|negative regulation of protein serine/threonine kinase activity,GRP10|19_GO:0043407|-4.218|negative regulation of MAP kinase activity,GRP11|19_GO:0001944|-6.917|vasculature development,GRP11|19_GO:0001568|-6.172|blood vessel development,GRP11|19_GO:0048514|-6.340|blood vessel morphogenesis,GRP11|19_GO:0001525|-4.154|angiogenesis,GRP11|19_GO:1901342|-4.807|regulation of vasculature development,GRP11|19_GO:0045765|-3.873|regulation of angiogenesis,GRP11|19_GO:1904018|-2.685|positive regulation of vasculature development,GRP11|19_GO:0045766|-2.685|positive regulation of angiogenesis,GRP11|19_GO:0001667|-3.842|ameboidal-type cell migration,GRP11|19_GO:0090132|-2.866|epithelium migration,GRP11|19_GO:0010631|-2.895|epithelial cell migration,GRP11|19_GO:0090130|-2.837|tissue migration,GRP11|19_GO:0043542|-2.004|endothelial cell migration,GRP11|19_GO:0010632|-2.141|regulation of epithelial cell migration,GRP11|19_GO:0010634|-2.117|positive regulation of epithelial cell migration,GRP12|19_GO:0002440|-3.939|production of molecular mediator of immune response,GRP12|19_GO:0002377|-2.898|immunoglobulin production,GRP12|19_GO:0002263|-4.340|cell activation involved in immune response,GRP12|19_GO:0002366|-4.414|leukocyte activation involved in immune response,GRP12|19_GO:0002285|-5.722|lymphocyte activation involved in immune response,GRP12|19_GO:0032609|-6.495|interferon-gamma production,GRP12|19_GO:0032649|-4.729|regulation of interferon-gamma production,GRP12|19_GO:0032729|-3.290|positive regulation of interferon-gamma production,GRP12|19_GO:0002819|-3.560|regulation of adaptive immune response,GRP12|19_GO:0002822|-2.404|regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,GRP12|19_GO:0002456|-2.813|T cell mediated immunity,GRP12|19_GO:0002709|-2.482|regulation of T cell mediated immunity,GRP12|19_GO:0046631|-4.877|alpha-beta T cell activation,GRP12|19_GO:0002286|-5.382|T cell activation involved in immune response,"GRP12|19_GO:0035710|-4.986|CD4-positive, alpha-beta T cell activation",GRP12|19_GO:0046632|-3.170|alpha-beta T cell differentiation,"GRP12|19_GO:0043367|-4.388|CD4-positive, alpha-beta T cell differentiation",GRP12|19_GO:0002293|-4.515|alpha-beta T cell differentiation involved in immune response,"GRP12|19_GO:0002294|-4.564|CD4-positive, alpha-beta T cell differentiation involved in immune response",GRP12|19_GO:0002287|-4.467|alpha-beta T cell activation involved in immune response,GRP12|19_GO:0002292|-4.196|T cell differentiation involved in immune response,GRP12|19_GO:0042093|-3.795|T-helper cell differentiation,GRP12|24_mmu05321|-5.286|Inflammatory bowel disease (IBD),GRP12|24_ko05321|-5.286|Inflammatory bowel disease (IBD),GRP12|19_GO:0002700|-3.795|regulation of production of molecular mediator of immune response,GRP12|19_GO:0002367|-4.442|cytokine production involved in immune response,GRP12|19_GO:0002718|-4.232|regulation of cytokine production involved in immune response,GRP12|19_GO:0002702|-2.752|positive regulation of production of molecular mediator of immune response,GRP12|19_GO:0002637|-3.187|regulation of immunoglobulin production,GRP12|19_GO:0002639|-2.739|positive regulation of immunoglobulin production,GRP12|19_GO:0002312|-2.965|B cell activation involved in immune response,GRP12|19_GO:0032620|-6.408|interleukin-17 production,GRP12|19_GO:0032660|-6.788|regulation of interleukin-17 production,GRP12|19_GO:0032689|-3.596|negative regulation of interferon-gamma production,GRP12|19_GO:0032700|-4.348|negative regulation of interleukin-17 production,GRP12|19_GO:0046634|-3.034|regulation of alpha-beta T cell activation,"GRP12|19_GO:2000514|-2.996|regulation of CD4-positive, alpha-beta T cell activation",GRP12|19_GO:0046635|-2.273|positive regulation of alpha-beta T cell activation,"GRP12|19_GO:2000516|-2.759|positive regulation of CD4-positive, alpha-beta T cell activation","GRP12|19_GO:0043372|-2.296|positive regulation of CD4-positive, alpha-beta T cell differentiation","GRP12|19_GO:0043370|-2.153|regulation of CD4-positive, alpha-beta T cell differentiation",GRP12|19_GO:0002381|-2.031|immunoglobulin production involved in immunoglobulin-mediated immune response,GRP12|19_GO:0002369|-3.266|T cell cytokine production,GRP12|19_GO:0002724|-2.861|regulation of T cell cytokine production,GRP12|19_GO:0046633|-2.573|alpha-beta T cell proliferation,GRP12|19_GO:0046640|-2.810|regulation of alpha-beta T cell proliferation,GRP12|19_GO:0046641|-2.837|positive regulation of alpha-beta T cell proliferation,GRP12|19_GO:0002830|-2.174|positive regulation of type 2 immune response,GRP12|19_GO:0042088|-2.329|T-helper 1 type immune response,GRP12|19_GO:0035744|-2.949|T-helper 1 cell cytokine production,GRP12|19_GO:0002720|-2.524|positive regulation of cytokine production involved in immune response,GRP12|19_GO:0032656|-2.042|regulation of interleukin-13 production,GRP12|19_GO:0032736|-2.406|positive regulation of interleukin-13 production,GRP13|19_GO:0098655|-3.901|cation transmembrane transport,GRP13|19_GO:0098660|-2.913|inorganic ion transmembrane transport,GRP13|19_GO:0098662|-3.464|inorganic cation transmembrane transport,GRP13|19_GO:0043269|-5.797|regulation of ion transport,GRP13|19_GO:0034762|-4.186|regulation of transmembrane transport,GRP13|19_GO:0034765|-3.928|regulation of ion transmembrane transport,GRP13|19_GO:1904062|-3.140|regulation of cation transmembrane transport,GRP13|19_GO:0055080|-5.435|cation homeostasis,GRP13|19_GO:0055065|-6.514|metal ion homeostasis,GRP13|19_GO:0098771|-5.256|inorganic ion homeostasis,GRP13|19_GO:0030003|-4.633|cellular cation homeostasis,GRP13|19_GO:0006875|-5.555|cellular metal ion homeostasis,GRP13|19_GO:0006873|-4.423|cellular ion homeostasis,GRP13|19_GO:0072507|-5.877|divalent inorganic cation homeostasis,GRP13|19_GO:0055074|-6.007|calcium ion homeostasis,GRP13|19_GO:0072503|-5.353|cellular divalent inorganic cation homeostasis,GRP13|19_GO:0006874|-5.354|cellular calcium ion homeostasis,GRP13|19_GO:0006816|-5.377|calcium ion transport,GRP13|19_GO:0070588|-4.488|calcium ion transmembrane transport,GRP13|19_GO:0010959|-5.200|regulation of metal ion transport,GRP13|19_GO:0051924|-4.153|regulation of calcium ion transport,GRP13|19_GO:1903169|-2.284|regulation of calcium ion transmembrane transport,GRP13|19_GO:0051480|-3.860|regulation of cytosolic calcium ion concentration,GRP13|19_GO:0007204|-3.191|positive regulation of cytosolic calcium ion concentration,GRP13|19_GO:0051235|-2.103|maintenance of location,GRP13|19_GO:0060401|-3.516|cytosolic calcium ion transport,GRP13|19_GO:0060402|-2.905|calcium ion transport into cytosol,GRP13|19_GO:0097553|-3.463|calcium ion transmembrane import into cytosol,GRP13|19_GO:0051208|-2.901|sequestering of calcium ion,GRP13|19_GO:0051283|-2.412|negative regulation of sequestering of calcium ion,GRP13|19_GO:0051209|-2.435|release of sequestered calcium ion into cytosol,GRP13|19_GO:0051282|-2.366|regulation of sequestering of calcium ion,GRP14|24_mmu04650|-6.016|Natural killer cell mediated cytotoxicity,GRP14|24_ko04650|-6.494|Natural killer cell mediated cytotoxicity,GRP15|6_R-MMU-1474244|-4.806|Extracellular matrix organization,GRP15|19_GO:0034113|-6.470|heterotypic cell-cell adhesion,GRP15|6_R-MMU-202733|-3.203|Cell surface interactions at the vascular wall,GRP15|24_mmu04810|-2.499|Regulation of actin cytoskeleton,GRP15|24_ko04810|-2.549|Regulation of actin cytoskeleton,GRP15|27_WP85|-2.102|Focal adhesion,GRP15|27_WP6|-4.156|Integrin-mediated cell adhesion,GRP15|24_mmu04510|-2.738|Focal adhesion,GRP15|24_ko04510|-2.811|Focal adhesion,GRP15|6_R-MMU-216083|-5.542|Integrin cell surface interactions,GRP15|24_mmu04512|-3.255|ECM-receptor interaction,GRP15|24_ko04512|-3.325|ECM-receptor interaction,GRP15|19_GO:0007229|-4.309|integrin-mediated signaling pathway,GRP15|19_GO:0033627|-3.668|cell adhesion mediated by integrin,GRP15|24_mmu05412|-2.303|Arrhythmogenic right ventricular cardiomyopathy (ARVC),GRP15|24_ko05412|-2.303|Arrhythmogenic right ventricular cardiomyopathy (ARVC),GRP15|6_R-MMU-3000178|-2.573|ECM proteoglycans,GRP15|6_R-MMU-2129379|-2.155|Molecules associated with elastic fibres,GRP15|6_R-MMU-445144|-2.106|Signal transduction by L1,GRP15|6_R-MMU-3000170|-2.323|Syndecan interactions,GRP16|19_GO:0042113|-6.363|B cell activation,GRP16|19_GO:0050864|-6.056|regulation of B cell activation,GRP16|19_GO:0050871|-2.420|positive regulation of B cell activation,GRP16|19_GO:0042100|-4.267|B cell proliferation,GRP16|19_GO:0030888|-6.404|regulation of B cell proliferation,GRP16|19_GO:0030890|-2.487|positive regulation of B cell proliferation,GRP17|27_WP3625|-6.321|Tyrobp causal network in microglia,GRP18|19_GO:0001934|-4.453|positive regulation of protein phosphorylation,GRP18|19_GO:0018212|-5.452|peptidyl-tyrosine modification,GRP18|19_GO:0018108|-5.517|peptidyl-tyrosine phosphorylation,GRP18|19_GO:0050730|-6.318|regulation of peptidyl-tyrosine phosphorylation,GRP18|19_GO:0050731|-5.907|positive regulation of peptidyl-tyrosine phosphorylation,GRP18|19_GO:0042509|-3.069|regulation of tyrosine phosphorylation of STAT protein,GRP18|19_GO:0042531|-3.718|positive regulation of tyrosine phosphorylation of STAT protein,GRP18|19_GO:0007260|-2.925|tyrosine phosphorylation of STAT protein,GRP19|19_GO:0030101|-6.240|natural killer cell activation,GRP19|19_GO:0032814|-3.168|regulation of natural killer cell activation,GRP19|19_GO:0032816|-2.296|positive regulation of natural killer cell activation,GRP19|19_GO:0001779|-3.919|natural killer cell differentiation,GRP19|19_GO:0032823|-2.106|regulation of natural killer cell differentiation,GRP19|19_GO:0032740|-2.837|positive regulation of interleukin-17 production,GRP20|19_GO:0051046|-5.261|regulation of secretion,GRP20|19_GO:1903530|-6.032|regulation of secretion by cell,GRP20|19_GO:0023061|-6.171|signal release,GRP20|19_GO:0051047|-3.036|positive regulation of secretion,GRP20|19_GO:1903532|-3.368|positive regulation of secretion by cell,GRP20|19_GO:0070201|-2.983|regulation of establishment of protein localization,GRP20|19_GO:0051223|-2.959|regulation of protein transport,GRP20|19_GO:0035592|-2.915|establishment of protein localization to extracellular region,GRP20|19_GO:0009306|-2.928|protein secretion,GRP20|19_GO:0071692|-2.827|protein localization to extracellular region,GRP20|19_GO:0050708|-3.467|regulation of protein secretion,GRP20|19_GO:1904951|-2.149|positive regulation of establishment of protein localization,GRP20|19_GO:0051222|-2.340|positive regulation of protein transport,GRP20|19_GO:0010817|-2.792|regulation of hormone levels,GRP20|19_GO:0009914|-3.590|hormone transport,GRP20|19_GO:0046879|-3.281|hormone secretion,GRP20|19_GO:0046883|-3.873|regulation of hormone secretion,GRP20|19_GO:0042886|-3.177|amide transport,GRP20|19_GO:0002790|-3.553|peptide secretion,GRP20|19_GO:0030072|-3.694|peptide hormone secretion,GRP20|19_GO:0015833|-3.209|peptide transport,GRP20|19_GO:0002791|-4.170|regulation of peptide secretion,GRP20|19_GO:0090276|-4.282|regulation of peptide hormone secretion,GRP20|19_GO:0090087|-4.127|regulation of peptide transport,GRP20|19_GO:0050796|-2.556|regulation of insulin secretion,GRP20|19_GO:0046887|-2.968|positive regulation of hormone secretion,GRP20|19_GO:0002793|-2.175|positive regulation of peptide secretion,GRP20|19_GO:0090277|-2.257|positive regulation of peptide hormone secretion,GRP20|19_GO:0009743|-2.254|response to carbohydrate,GRP20|19_GO:0009746|-2.040|response to hexose,GRP20|19_GO:0009749|-2.087|response to glucose,GRP20|19_GO:0034284|-2.025|response to monosaccharide,GRP20|19_GO:0071322|-2.099|cellular response to carbohydrate stimulus,_SORT_,_SORT_GRP1_,_SORT_GRP2_,_SORT_GRP3_,_SORT_GRP4_,_SORT_GRP5_,_SORT_GRP6_,_SORT_GRP7_,_SORT_GRP8_,_SORT_GRP9_,_SORT_GRP10_,_SORT_GRP11_,_SORT_GRP12_,_SORT_GRP13_,_SORT_GRP14_,_SORT_GRP15_,_SORT_GRP16_,_SORT_GRP17_,_SORT_GRP18_,_SORT_GRP19_,_SORT_GRP20_
22038,0.4,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04878048780487805,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,52,34,25,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
