genename,change
ENSMUSG00000076760,Down
Grm6,Down
ENSMUSG00000102202,Down
Odad1,Down
Slc27a6,Down
C5ar1,Down
Cd200r3,Down
F12,Down
Pomgnt2,Down
Zfp811,Down
Fcgr3,Down
ENSMUSG00000103403,Down
Art1,Down
ENSMUSG00000104936,Down
ENSMUSG00000111358,Down
Nhlrc1,Down
Satb1,Down
5430402O13Rik,Down
Lyst,Down
