Symbol	Rank	ES	Core_enrichment	Plot
2900005J15RIK	17	0.4500488	TRUE	FALSE
TMEM176A	48	0.6209842	TRUE	FALSE
GM10640	106	0.6040696	FALSE	FALSE
LDHD	162	0.5453861	FALSE	FALSE
RPS20	365	0.12986286	FALSE	FALSE
NETO2	372	0.13062498	FALSE	FALSE
ADGRB2	382	0.14222848	FALSE	FALSE
F12	413	0.15942027	FALSE	FALSE
