_MEMBER_Geneid,_LogP_Geneid,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-3.3,TRR00399,M1,1,0,TRRUST,34,Regulated by: Foxo1,,-3.3,19,7.1,20580,53,62,3,4.8,2.7,12775|16197|20343,Ccr7|Il7r|Sell,-0.29,0
