,Naive,NPP_C5,SUB,SPP_C5,gene
1,-0.687050071780707,-1.02063751123822,0.445055354015781,1.23241119512463,Rhd
2,-1.00009410160321,-1.07451490625374,-0.0379539165651359,0.202481142157599,Klrg1
3,-1.16882388730687,-1.19280415150426,0.356680725933384,0.514139415684752,Klrg1_1
4,-1.04855542710458,-1.03533408129593,-0.0754202387633389,0.269181049297539,Klrg1_2
5,-1.09220449411293,-1.22051038145119,0.383256255736088,0.695182654106554,Klrg1_4
6,-1.11215046131556,-1.16258121948493,0.157283601027346,0.624199677029702,Rps6ka2
7,-1.15462130121889,-1.09087215869521,0.565914847595035,0.317825951003187,ENSMUSG00000080783
8,-1.19916361808038,-0.878321928335987,0.25090856485567,1.19655669307641,ENSMUSG00000080783_1
9,-1.14919791566919,-1.10749695306167,0.392316355852054,1.01084698829828,ENSMUSG00000080783_2
10,-1.00027009721057,-1.0059140490442,0.601330510322085,0.448314199459166,ENSMUSG00000080783_3
11,0.910852437519326,0.852765020035349,0.122407342968738,-0.714663517654234,Strip2
12,0.974884838510334,0.949099235751471,0.255959417906729,-0.922930948713568,Mmp15
13,0.981848293776916,1.02259644090697,0.547525308056348,-0.89411898412995,Hus1b
14,1.19998510980929,0.624394281679147,-0.1376446523501,-0.917431328956301,Nkd2
15,1.09658376481815,0.986742874879208,0.0869379315282645,-0.928194388457086,Nkd2_1
16,1.13605775278225,0.975868831057859,-0.124631609792761,-0.925824813324097,Nkd2_2
17,1.32576058828338,0.542494152474442,0.389636247360228,-1.31026526019752,Nkd2_3
18,0.333205410026787,1.38712477938243,0.417412663190727,-0.703316886067763,Dnah5
19,0.857204038388726,0.826966810329113,0.42884642433118,-0.695297042406773,Dnah5_1
20,1.35413026376068,0.806323812270813,0.0965151176524608,-1.14766980802832,Rsph1_1
21,-0.730859097309698,-0.63147425521895,-0.582768119173322,1.73334925495713,Rplp1
22,-0.586239076107442,-0.52639731302141,-0.536398368801293,1.78934832825103,Rplp1_1
23,0.703674823513158,0.856658391758627,0.83393412425472,-0.316865747684015,Sbk2_1
24,1.09049571370692,0.437058879428433,1.06971921773439,-0.910471666217804,Pygl
25,1.55122382475114,0.220525630483843,0.752374558715383,-0.669154396312111,Rsph1_2
26,0.65744880622218,0.926388692467991,0.797761025301491,-0.486497141351714,Epas1
