_MEMBER_Geneid,_LogP_Geneid,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-3.258336109,ko04390,M1,1,0,KEGG Pathway,24,Hippo signaling pathway,,-3.258336109,5.917460317,4.986659947,20504,154,135,6,4.444444444,1.773657777,15901|16842|20583|58220|170770|216033,Id1|Lef1|Snai2|Pard6b|Bbc3|Ctnna3,-0.184336234,0,3,1,1,-3.258336109,8.59706499,
1,-3.187388403,GO:0050857,M1,1,0,GO Biological Processes,19,positive regulation of antigen receptor-mediated signaling pathway,19_GO:0002376 immune system process,-3.187388403,17.52478632,6.863877012,20504,26,135,3,2.222222222,1.268664946,12775|74039|225825,Ccr7|Nfam1|Cd226,-0.184336234,0,5,1,1,-3.187388403,17.52478632,
1,-3.110118245,GO:0030595,M1,1,0,GO Biological Processes,19,leukocyte chemotaxis,19_GO:0040011 locomotion,-3.110118245,4.683569914,4.543292848,20504,227,135,7,5.185185185,1.908329448,12775|13609|18578|20290|20343|57349|70045,Ccr7|S1pr1|Pde4b|Ccl1|Sell|Ppbp|2610528A11Rik,-0.132668158,0,2,0,0,-4.360741318,11.46275332,
1,-2.842059117,GO:0036037,M1,1,0,GO Biological Processes,19,"CD8-positive, alpha-beta T cell activation",19_GO:0002376 immune system process,-2.842059117,13.40130719,5.891674411,20504,34,135,3,2.222222222,1.268664946,12043|20230|545030,Bcl2|Satb1|Wdfy4,-0.129300396,0,7,1,1,-2.842059117,13.40130719,
1,-2.517836369,GO:0070232,M1,1,0,GO Biological Processes,19,regulation of T cell apoptotic process,19_GO:0050789 regulation of biological process,-2.517836369,10.35555556,5.057476129,20504,44,135,3,2.222222222,1.268664946,14605|16197|170770,Tsc22d3|Il7r|Bbc3,0,0,12,1,1,-2.517836369,10.35555556,
1,-2.379313961,WP373,M1,1,0,WikiPathways,27,IL-3 signaling pathway,,-2.379313961,6.136625514,4.170786301,20504,99,135,4,2.962962963,1.459368577,12043|14159|15901|18479,Bcl2|Fes|Id1|Pak1,0,0,1,0,0,-4.69246481,11.16775599,
