,gene,Geneid,genename,change,log2FC,padj,Change Metric
86,86,ENSMUSG00000051674,Dcun1d4,Up,3.85556422132527,0.0390129966450259,5.43168297821974
87,87,ENSMUSG00000015437,Gzmb,Up,3.4622980016692,0.0356336226849606,5.01389230757897
88,88,ENSMUSG00000029121,Crmp1,Up,3.4565001484659,0.0481949835387477,4.55220434845639
89,89,ENSMUSG00000108090,ENSMUSG00000108090,Up,3.81878496198612,0.0647587095997301,4.539396610468
90,90,ENSMUSG00000076479,ENSMUSG00000076479,Up,4.20267456005391,0.0888781411116984,4.41787266745516
91,91,ENSMUSG00000031004,Mki67,Up,3.20974905984214,0.048223456974146,4.22641030447453
92,92,ENSMUSG00000042842,Serpinb6b,Up,2.14931234761724,0.0110670472342466,4.20398668220764
93,93,ENSMUSG00000039621,Prex1,Up,1.18376555362413,0.000315489170649397,4.14438160318853
94,94,ENSMUSG00000027326,Knl1,Up,3.88764419095763,0.089111161924779,4.08229034630856
95,95,ENSMUSG00000016487,Ppfibp1,Up,4.00306551320559,0.0974982368953639,4.04711219487086
96,96,ENSMUSG00000045751,Mms22l,Up,2.8671697832084,0.0389178260072835,4.0422834128744
97,97,ENSMUSG00000054428,Atpif1,Up,1.43500442691417,0.00165026305786391,3.99282350746183
98,98,ENSMUSG00000100018,Gm7776,Up,2.98932788987888,0.0498466514683059,3.89319306033784
99,99,ENSMUSG00000083879,ENSMUSG00000083879,Up,3.66335993266528,0.0903278079800522,3.82520178507372
100,100,ENSMUSG00000110545,ENSMUSG00000110545,Up,2.92264700389024,0.0527866216595853,3.73361178952286
101,101,ENSMUSG00000039195,1110008P14Rik,Up,1.61119237457421,0.00634595368518053,3.54060024079653
102,102,ENSMUSG00000112808,ENSMUSG00000112808,Up,1.5384079039567,0.00608232633162862,3.40900466138359
103,103,ENSMUSG00000041671,Pyroxd1,Up,2.7912274843648,0.066046445033793,3.29406866041672
104,104,ENSMUSG00000100228,Gm29257,Up,2.97461641994094,0.0823951930103959,3.2247760822289
105,105,ENSMUSG00000020914,Top2a,Up,2.44952453991008,0.0502495444492309,3.1816087243679
106,106,ENSMUSG00000029994,Anxa4,Up,3.00238263090189,0.0999993089605859,3.00239164152178
107,107,ENSMUSG00000050241,Klre1,Up,2.44014113391406,0.0646350974371253,2.90262496811608
108,108,ENSMUSG00000097777,ENSMUSG00000097777,Up,2.82568951204265,0.097173961137753,2.86086961096446
109,109,ENSMUSG00000042385,Gzmk,Up,2.45141370327229,0.0749408764018925,2.75852983294932
110,110,ENSMUSG00000053799,Exoc6,Up,1.76342337031721,0.0296986764734186,2.69321109869453
111,111,ENSMUSG00000032667,Pon2,Up,1.52389729111889,0.0185214375395627,2.63988584514604
112,112,ENSMUSG00000016984,Etaa1,Up,2.1060624057293,0.0941723984909865,2.1609808647427
113,113,ENSMUSG00000022769,Sdf2l1,Up,1.61526468352113,0.0493600822465978,2.11054380427877
114,114,ENSMUSG00000025283,Sat1,Up,0.942120026540294,0.00588265900601354,2.10132930867499
115,115,ENSMUSG00000043931,Gimap7,Up,1.25884521823915,0.0263511276830009,1.9879693689771
116,116,ENSMUSG00000097589,Dleu2,Up,1.54150948054642,0.0625685191859266,1.85542882739822
117,117,ENSMUSG00000029176,Anapc4,Up,1.19048764653353,0.0303947728910851,1.80620916364747
118,118,ENSMUSG00000067577,A430093F15Rik,Up,1.7511992478788,0.0936662137215824,1.80096313809789
119,119,ENSMUSG00000072676,Tmem254a,Up,1.587717904868,0.0746756353385606,1.78907399436087
120,120,ENSMUSG00000003038,Hmgn2,Up,0.937186974308471,0.0138535088773805,1.74170595983487
121,121,ENSMUSG00000030967,Zranb1,Up,1.60215804442097,0.0878762607107915,1.69208466223104
122,122,ENSMUSG00000029267,Mtf2,Up,1.07060806646497,0.0317292111019532,1.60434978899973
123,123,ENSMUSG00000062248,Cks2,Up,1.40456170546632,0.0735004110381078,1.59236597723444
124,124,ENSMUSG00000028312,Smc2,Up,1.39483017416537,0.0786913486107196,1.5399943511956
125,125,ENSMUSG00000022035,Ccdc25,Up,1.32881531559386,0.0755896665377688,1.49031630074126
126,126,ENSMUSG00000018585,Atox1,Up,1.0695518449123,0.0560082198679349,1.33880962926524
127,127,ENSMUSG00000024937,Ehbp1l1,Up,1.20931124102023,0.0908940632888869,1.25945470475888
128,128,ENSMUSG00000053253,Ndfip2,Up,1.15372357600106,0.0836677318808771,1.24307024177837
129,129,ENSMUSG00000018168,Ikzf3,Up,0.93715462210706,0.0609353313801171,1.13876546699023
130,130,ENSMUSG00000070713,Gm10282,Up,1.11382098529823,0.0988009471493022,1.1196561732084
131,131,ENSMUSG00000043091,Tuba1c,Up,1.05618111271739,0.0947196509874311,1.08106464558378
132,132,ENSMUSG00000005873,Reep5,Up,0.97051713375626,0.0829894941258545,1.04910658586228
