Gene,TotalEvidenceCounts,EvidenceHit:Geneid,EvidenceGO:Geneid,EvidencePPI:Geneid
12227,3.0,1,1,1
17444,3.0,1,1,1
12579,3.0,1,1,1
12775,3.0,1,1,1
14268,3.0,1,1,1
12826,3.0,1,1,1
18174,3.0,1,1,1
170770,3.0,1,1,1
17127,3.0,1,1,1
11555,3.0,1,1,1
14608,3.0,1,1,1
26365,3.0,1,1,1
14247,3.0,1,1,1
224109,3.0,1,1,1
16197,3.0,1,1,1
21885,3.0,1,1,1
320207,3.0,1,1,1
14159,3.0,1,1,1
237860,3.0,1,1,1
18679,3.0,1,1,1
22793,3.0,1,1,1
21416,3.0,1,1,1
329278,3.0,1,1,1
20351,3.0,1,1,1
15979,3.0,1,1,1
20437,3.0,1,1,1
16842,3.0,1,1,1
13609,3.0,1,1,1
76905,3.0,1,1,1
27413,3.0,1,1,1
223435,3.0,1,1,1
18708,3.0,1,1,1
105651,3.0,1,1,1
228775,3.0,1,1,1
19055,3.0,1,1,1
12043,3.0,1,1,1
18479,3.0,1,1,1
22165,3.0,1,1,1
16643,3.0,1,1,1
27360,3.0,1,1,1
11975,3.0,1,1,1
17999,3.0,1,1,1
73094,3.0,1,1,1
11910,3.0,1,1,1
22695,3.0,1,1,1
22351,3.0,1,1,1
244416,3.0,1,1,1
16190,3.0,1,1,1
17869,3.0,1,1,1
242341,3.0,1,1,1
14083,3.0,1,1,1
545156,3.0,1,1,1
11482,3.0,1,1,1
329152,3.0,1,1,1
66214,3.0,1,1,1
18793,3.0,1,1,1
373864,3.0,1,1,1
106766,2.0,1,0,1
18587,2.0,1,1,0
72106,2.0,1,1,0
67071,2.0,1,0,1
56338,2.0,1,0,1
16182,2.0,1,1,0
80901,2.0,1,0,1
22354,2.0,1,0,1
29856,2.0,1,0,1
13048,2.0,1,1,0
329727,2.0,1,0,1
20167,2.0,1,0,1
105827,2.0,1,1,0
11898,2.0,1,1,0
72634,2.0,1,0,1
17057,2.0,1,0,1
74646,2.0,1,0,1
52857,2.0,1,0,1
13723,2.0,1,1,0
68010,2.0,1,1,0
71648,2.0,1,0,1
231507,2.0,1,1,0
21673,2.0,1,0,1
101320,2.0,1,0,1
278679,2.0,1,0,1
69219,2.0,1,1,0
52858,2.0,1,0,1
74338,2.0,1,1,0
50794,2.0,1,1,0
15901,2.0,1,1,0
67332,2.0,1,0,1
241303,2.0,1,0,1
214804,2.0,1,0,1
