,gene,Geneid,genename,change,log2FC,padj,Change Metric
72,72,ENSMUSG00000003847,Nfat5,Up,2.03359467366906,0.000377364888251848,6.96147960272567
73,73,ENSMUSG00000029075,Tnfrsf4,Up,3.87129812986827,0.0171432416562076,6.83635267131363
74,74,ENSMUSG00000115278,ENSMUSG00000115278,Up,6.38549234731854,0.0867327569124961,6.78022336214028
75,75,ENSMUSG00000030268,Bcat1,Up,5.17114348764707,0.0525008902840344,6.61820179994913
76,76,ENSMUSG00000026009,Icos,Up,1.65086363908688,0.000111081150988518,6.52810852718021
77,77,ENSMUSG00000021549,Rasa1,Up,1.67596683415577,0.000180079126500252,6.27571919212859
78,78,ENSMUSG00000096173,ENSMUSG00000096173,Up,2.68343510186284,0.00497751811154422,6.17991656024927
79,79,ENSMUSG00000033730,Egr3,Up,4.65052181798682,0.0523516534055171,5.95764211392812
80,80,ENSMUSG00000103432,ENSMUSG00000103432,Up,2.95537060933417,0.0098910159105544,5.92480612156509
81,81,ENSMUSG00000059743,Fdps,Up,4.70355195339655,0.0557417626196137,5.89740422951319
82,82,ENSMUSG00000103774,ENSMUSG00000103774,Up,3.28297142956559,0.0173231029403055,5.78254154920155
83,83,ENSMUSG00000047880,Cxcr5,Up,3.27256939949141,0.0195024427448818,5.5958023765674
84,84,ENSMUSG00000026721,Rabgap1l,Up,1.43509123053974,0.000219692115053407,5.24982997381525
85,85,ENSMUSG00000080772,Gm12543,Up,4.26271109373099,0.0664659097674341,5.0189205021164
86,86,ENSMUSG00000108129,4930417O13Rik,Up,2.94259254062686,0.0197561753430499,5.01505201579429
87,87,ENSMUSG00000031642,Sh3rf1,Up,3.2791488213325,0.0306430074953913,4.96354464684712
88,88,ENSMUSG00000029287,Tgfbr3,Up,2.76421284989656,0.0162521260295995,4.9454250659984
89,89,ENSMUSG00000049295,Zfp219,Up,4.89489493829907,0.0983956817048436,4.92927648968684
90,90,ENSMUSG00000114835,ENSMUSG00000114835,Up,4.68585161875746,0.0904669402071679,4.88973348302199
91,91,ENSMUSG00000105941,ENSMUSG00000105941,Up,4.41657989623668,0.0812719905437218,4.81433312097115
92,92,ENSMUSG00000037999,Arap2,Up,1.54630474614804,0.000966901138578016,4.66151801045011
93,93,ENSMUSG00000028362,Tnfsf8,Up,2.49925311092319,0.0136464145922048,4.66106066208423
94,94,ENSMUSG00000076855,Trav16,Up,4.15676648700436,0.0953355357981039,4.2429993904873
95,95,ENSMUSG00000069769,Msi2,Up,1.87531457667972,0.0057103791562826,4.20695892831255
96,96,ENSMUSG00000028634,Hivep3,Up,1.99925317039948,0.00789540138535211,4.203681269804
97,97,ENSMUSG00000038855,Itpkb,Up,1.54056251820321,0.00198517427838528,4.16291013266835
98,98,ENSMUSG00000026980,Ly75,Up,1.58714808195851,0.00248040774048108,4.13527769940688
99,99,ENSMUSG00000032021,Crtam,Up,1.34054687021386,0.000902822158896839,4.08115792923857
100,100,ENSMUSG00000102428,Pcdhga12,Up,3.85931367634273,0.0904834815837604,4.02692635989747
101,101,ENSMUSG00000042489,Clspn,Up,3.3641977609205,0.0654872106090801,3.98268367790663
102,102,ENSMUSG00000106831,ENSMUSG00000106831,Up,2.02951036411273,0.0112421431246825,3.95582193240922
103,103,ENSMUSG00000055027,Smyd1,Up,2.87887523527127,0.0499895460765888,3.7457644687428
104,104,ENSMUSG00000020454,Eif4enif1,Up,1.85492163921985,0.00967557446944706,3.73641176645804
105,105,ENSMUSG00000104388,ENSMUSG00000104388,Up,1.55551870474748,0.00439000683657324,3.667189483827
106,106,ENSMUSG00000019843,Fyn,Up,1.0988379207932,0.000466589607860298,3.66030047080617
107,107,ENSMUSG00000005533,Igf1r,Up,3.33452206559836,0.0799246259231538,3.6590357113296
108,108,ENSMUSG00000007872,Id3,Up,2.19899983068651,0.0221601334254253,3.63808607619289
109,109,ENSMUSG00000025810,Nrp1,Up,2.88227802651253,0.0550250371155904,3.63005524572709
110,110,ENSMUSG00000026826,Nr4a2,Up,2.57602711509428,0.040443253924375,3.58880224725493
111,111,ENSMUSG00000025997,Ikzf2,Up,2.82649002912896,0.0549780834940206,3.56084154407791
112,112,ENSMUSG00000037940,Inpp4b,Up,1.28326258209423,0.00189779145310723,3.49272187514153
113,113,ENSMUSG00000054072,Iigp1,Up,2.48990292683827,0.0444228416726939,3.36732894131779
114,114,ENSMUSG00000017466,Timp2,Up,2.72829863829839,0.0585809205396364,3.36192910370271
115,115,ENSMUSG00000084978,ENSMUSG00000084978,Up,2.32536387126607,0.0370997859817901,3.32673204964137
116,116,ENSMUSG00000025034,Trim8,Up,1.26434326771202,0.00274927902257752,3.23770644710192
117,117,ENSMUSG00000071203,Naip5,Up,3.06020019707918,0.0900044441825065,3.20016165318385
118,118,ENSMUSG00000059866,Tnip2,Up,2.63340791651522,0.0614112511991314,3.19103745229792
119,119,ENSMUSG00000025757,Hspa4l,Up,2.60960617612001,0.0602948499885987,3.18298827366358
120,120,ENSMUSG00000032525,Nktr,Up,1.00677237450706,0.000765751464912729,3.13701428780181
121,121,ENSMUSG00000086052,ENSMUSG00000086052,Up,3.04288589374246,0.0978139404822849,3.07209530087168
122,122,ENSMUSG00000025203,Scd2,Up,2.21920373485551,0.0457539290972416,2.9727823092792
123,123,ENSMUSG00000022876,Samsn1,Up,1.46947990440041,0.0127202488461033,2.78540561349
124,124,ENSMUSG00000013878,Rnf170,Up,2.14489849335979,0.0555364214444528,2.69275298790914
125,125,ENSMUSG00000107994,ENSMUSG00000107994,Up,2.24922284553937,0.0650827098538861,2.66878021788171
126,126,ENSMUSG00000025809,Itgb1,Up,1.17964223690886,0.00742377424635577,2.51190097521148
127,127,ENSMUSG00000024758,Rtn3,Up,1.4379195981358,0.0183860973009129,2.49552448291033
128,128,ENSMUSG00000028496,Mllt3,Up,1.18794761957039,0.00826129441909571,2.4744377512999
129,129,ENSMUSG00000075254,Heg1,Up,1.59088327990193,0.0351407541803036,2.31344484189694
130,130,ENSMUSG00000034266,Batf,Up,1.45590699688404,0.0258370962586455,2.31162550182903
131,131,ENSMUSG00000019982,Myb,Up,2.08379181601866,0.0786637646501086,2.3009755873066
132,132,ENSMUSG00000068798,Rap1a,Up,1.16816287558055,0.0110982332505146,2.28346188583358
133,133,ENSMUSG00000051998,Lax1,Up,1.08044854659618,0.00899534616057663,2.21057840726337
134,134,ENSMUSG00000038733,Wdr26,Up,0.995505752941388,0.00729965405279036,2.12709487414478
135,135,ENSMUSG00000050965,Prkca,Up,1.31749102994573,0.024741808828971,2.1166396576505
136,136,ENSMUSG00000001441,Npepps,Up,1.6738598275102,0.0609035343054682,2.03433810201508
137,137,ENSMUSG00000053819,Camk2d,Up,1.13502183345231,0.0220490007219381,1.88028975477988
138,138,ENSMUSG00000031246,Sh3bgrl,Up,1.27904155464214,0.0356928178925965,1.8513092575051
139,139,ENSMUSG00000039680,Mrps6,Up,1.3733246496237,0.0479442775629515,1.81177670081129
140,140,ENSMUSG00000098915,ENSMUSG00000098915,Up,1.70869371076244,0.0881974149347846,1.80189294631426
141,141,ENSMUSG00000104291,ENSMUSG00000104291,Up,0.954420011129208,0.0131177362664645,1.7963531342708
142,142,ENSMUSG00000083899,ENSMUSG00000083899,Up,1.41759144732622,0.0578609840365323,1.75443128320435
143,143,ENSMUSG00000018363,Smurf2,Up,1.47047662472815,0.069858987941628,1.69954410644661
144,144,ENSMUSG00000041997,Tlk1,Up,1.05018488920255,0.0313335758121301,1.5794676137972
145,145,ENSMUSG00000036712,Cyld,Up,1.02068303060855,0.0407206117147156,1.41893896006736
146,146,ENSMUSG00000020275,Rel,Up,1.27737064652386,0.0919227806697198,1.32409283682361
147,147,ENSMUSG00000067851,Arfgef1,Up,1.05825775586382,0.0590063476381844,1.30070594790198
148,148,ENSMUSG00000021709,Erbin,Up,1.03171858966567,0.0746345374644658,1.16280891287085
149,149,ENSMUSG00000037487,Ubr5,Up,0.964480067708761,0.0840781844962944,1.03712149914318
150,150,ENSMUSG00000053453,Thoc7,Up,0.946338820370365,0.0928323176464433,0.976906327811987
151,151,ENSMUSG00000039844,Rapgef1,Up,0.900978699366068,0.0976689388615075,0.910207902343524
